roi,image,plate,area,meangray,perim,circ,areafraction,AR,round,solidity,red,green,blue
22,DSC_1099_plate23.JPG,23,1893,39.365,217.279,0.504,0,1.633,0.612,0.883,255,0,0
23,DSC_1099_plate23.JPG,23,265,58.902,81.497,0.501,0,1.348,0.742,0.718,255,0,0
24,DSC_1099_plate23.JPG,23,118,61.415,69.497,0.307,0,2.385,0.419,0.604,255,0,0
1,DSC_1100_plate24.JPG,24,111,67.36,64.527,0.335,0,4.995,0.2,0.745,255,0,0
2,DSC_1100_plate24.JPG,24,2007,49.891,202.936,0.612,0,1.601,0.625,0.896,254.051,0.433,0.363
3,DSC_1100_plate24.JPG,24,1691,53.49,216.492,0.453,0,1.19,0.84,0.816,253.678,0.808,0.131
4,DSC_1100_plate24.JPG,24,4176,41.027,324.434,0.499,0,2.412,0.415,0.842,255,0,0
5,DSC_1100_plate24.JPG,24,5040,44.783,352.375,0.51,0,1.281,0.78,0.842,255,0,0
6,DSC_1100_plate24.JPG,24,108,71.907,42.284,0.759,0,1.415,0.707,0.85,255,0,0
7,DSC_1100_plate24.JPG,24,448,61.701,135.095,0.308,0,1.706,0.586,0.652,242.335,4.074,3.315
8,DSC_1100_plate24.JPG,24,218,64.991,166.309,0.099,0,13.353,0.075,0.465,255,0,0
9,DSC_1100_plate24.JPG,24,4393,45.899,386.86,0.369,0,1.57,0.637,0.789,254.522,0.276,0.143
10,DSC_1100_plate24.JPG,24,3798,45.208,246.007,0.789,0,1.29,0.775,0.945,254.955,0.024,0.012
11,DSC_1100_plate24.JPG,24,4873,44.416,353.688,0.49,0,1.716,0.583,0.792,254.926,0.032,0.019
12,DSC_1100_plate24.JPG,24,214,74.019,76.669,0.457,0,1.877,0.533,0.752,255,0,0
13,DSC_1100_plate24.JPG,24,349,65.622,119.782,0.306,0,1.36,0.735,0.672,255,0,0
14,DSC_1100_plate24.JPG,24,4109,43.336,339.362,0.448,0,2.028,0.493,0.754,254.96,0.021,0.005
15,DSC_1100_plate24.JPG,24,1582,50.052,177.238,0.633,0,1.466,0.682,0.91,254.687,0.174,0.052
16,DSC_1100_plate24.JPG,24,4317,51.385,315.948,0.543,0,1.885,0.531,0.868,250.497,2.933,1.698
17,DSC_1100_plate24.JPG,24,3426,41.247,226.108,0.842,0,1.239,0.807,0.952,255,0,0
18,DSC_1100_plate24.JPG,24,4480,43.054,369.161,0.413,0,1.678,0.596,0.77,254.853,0.083,0.035
19,DSC_1100_plate24.JPG,24,866,57.753,131.439,0.63,0,1.72,0.581,0.869,251.53,2.176,1.26
20,DSC_1100_plate24.JPG,24,3901,42.055,337.362,0.431,0,1.87,0.535,0.764,255,0,0
21,DSC_1100_plate24.JPG,24,292,64.678,72.669,0.695,0,1.525,0.656,0.881,255,0,0
22,DSC_1100_plate24.JPG,24,3838,57.465,401.044,0.3,0,2.228,0.449,0.799,253.675,0.717,0.372
23,DSC_1100_plate24.JPG,24,3690,44.697,300.09,0.515,0,2.031,0.492,0.841,255,0,0
24,DSC_1100_plate24.JPG,24,3626,56.931,316.233,0.456,0,1.257,0.796,0.87,254.389,0.206,0.181
25,DSC_1100_plate24.JPG,24,1845,47.473,206.693,0.543,0,1.83,0.546,0.865,255,0,0
26,DSC_1100_plate24.JPG,24,1869,51.66,166.51,0.847,0,1.272,0.786,0.955,255,0,0
