roi,image,plate,area,meangray,perim,circ,areafraction,AR,round,solidity,red,green,blue
30,DSC_1059_plate8.JPG,8,151,72.079,135.841,0.103,0,18.775,0.053,0.636,255,0,0
31,DSC_1059_plate8.JPG,8,139,74.719,127.698,0.107,0,20.116,0.05,0.668,255,0,0
32,DSC_1059_plate8.JPG,8,113,73.982,112.527,0.112,0,17.978,0.056,0.631,255,0,0
33,DSC_1059_plate8.JPG,8,124,78.105,111.698,0.125,0,16.327,0.061,0.723,255,0,0
34,DSC_1059_plate8.JPG,8,104,71.952,96.527,0.14,0,13.15,0.076,0.698,255,0,0
1,DSC_1058_plate9.JPG,9,2176,69.618,222.693,0.551,0,1.328,0.753,0.883,255,0,0
2,DSC_1058_plate9.JPG,9,112,90.696,39.456,0.904,0,1.11,0.901,0.896,255,0,0
3,DSC_1058_plate9.JPG,9,1255,91.665,179.238,0.491,0,1.018,0.982,0.857,255,0,0
4,DSC_1058_plate9.JPG,9,905,86.126,131.539,0.657,0,2.033,0.492,0.866,254.829,0.115,0.098
5,DSC_1058_plate9.JPG,9,948,84.575,145.196,0.565,0,1.782,0.561,0.861,254.454,0.303,0.247
6,DSC_1058_plate9.JPG,9,138,105.58,62.77,0.44,0,3.856,0.259,0.754,255,0,0
7,DSC_1058_plate9.JPG,9,1921,93.212,205.865,0.57,0,1.647,0.607,0.908,254.132,0.766,0.558
8,DSC_1058_plate9.JPG,9,1688,82.976,201.38,0.523,0,1.735,0.576,0.867,253.309,1.59,1.114
9,DSC_1058_plate9.JPG,9,2539,78.458,242.593,0.542,0,1.535,0.652,0.888,255,0,0
10,DSC_1058_plate9.JPG,9,2368,74.835,254.735,0.459,0,1.378,0.726,0.802,254.942,0.051,0.04
11,DSC_1058_plate9.JPG,9,740,90.168,114.125,0.714,0,1.142,0.875,0.895,255,0,0
12,DSC_1058_plate9.JPG,9,570,87.549,92.468,0.838,0,1.224,0.817,0.916,255,0,0
13,DSC_1058_plate9.JPG,9,2943,86.729,272.392,0.498,0,2.018,0.495,0.878,252.814,2.174,1.388
14,DSC_1058_plate9.JPG,9,459,84.634,118.368,0.412,0,1.793,0.558,0.751,253.253,1.148,0.974
15,DSC_1058_plate9.JPG,9,922,81.916,159.823,0.454,0,1.749,0.572,0.839,255,0,0
16,DSC_1058_plate9.JPG,9,2327,67.713,215.421,0.63,0,1.511,0.662,0.898,254.198,0.608,0.533
17,DSC_1058_plate9.JPG,9,3818,78.321,289.463,0.573,0,1.857,0.538,0.873,255,0,0
18,DSC_1058_plate9.JPG,9,506,90.239,112.125,0.506,0,1.161,0.862,0.738,254.735,0.235,0.16
19,DSC_1058_plate9.JPG,9,159,95.61,105.296,0.18,0,6.41,0.156,0.55,255,0,0
20,DSC_1058_plate9.JPG,9,255,90.063,132.125,0.184,0,4.01,0.249,0.556,240.38,7.345,8.224
21,DSC_1058_plate9.JPG,9,134,78.142,69.497,0.349,0,3.428,0.292,0.673,255,0,0
22,DSC_1058_plate9.JPG,9,127,96.37,110.083,0.132,0,1.797,0.556,0.504,255,0,0
23,DSC_1058_plate9.JPG,9,119,105.21,61.456,0.396,0,1.792,0.558,0.744,255,0,0
24,DSC_1058_plate9.JPG,9,149,104.389,100.225,0.186,0,2.178,0.459,0.495,255,0,0
25,DSC_1058_plate9.JPG,9,216,99.338,172.267,0.091,0,2.628,0.381,0.501,253.472,0.963,1.065
26,DSC_1058_plate9.JPG,9,107,76.579,68.426,0.287,0,1.815,0.551,0.598,255,0,0
1,DSC_1057_plate10.JPG,10,998,95.137,128.711,0.757,0,1.11,0.901,0.906,255,0,0
2,DSC_1057_plate10.JPG,10,1884,93.641,201.279,0.584,0,1.796,0.557,0.883,253.872,0.982,0.695
3,DSC_1057_plate10.JPG,10,589,82.917,105.296,0.668,0,1.205,0.83,0.854,254.762,0.19,0.165
4,DSC_1057_plate10.JPG,10,390,91.077,87.983,0.633,0,2.122,0.471,0.848,255,0,0
5,DSC_1057_plate10.JPG,10,4220,75.302,359.304,0.411,0,1.91,0.524,0.772,254.261,0.637,0.415
6,DSC_1057_plate10.JPG,10,1333,97.648,168.995,0.587,0,1.346,0.743,0.892,253.142,1.603,1.2
7,DSC_1057_plate10.JPG,10,2149,68.513,269.706,0.371,0,1.434,0.697,0.818,254.872,0.114,0.04
8,DSC_1057_plate10.JPG,10,375,71.477,77.012,0.795,0,1.612,0.62,0.933,255,0,0
9,DSC_1057_plate10.JPG,10,1191,82.423,184.066,0.442,0,1.228,0.815,0.864,255,0,0
10,DSC_1057_plate10.JPG,10,1461,93.837,183.723,0.544,0,1.546,0.647,0.897,254.515,0.418,0.216
11,DSC_1057_plate10.JPG,10,318,82.142,70.426,0.806,0,1.289,0.776,0.897,255,0,0
12,DSC_1057_plate10.JPG,10,3211,72.887,265.806,0.571,0,1.795,0.557,0.899,253.481,1.396,0.442
13,DSC_1057_plate10.JPG,10,2814,71.819,250.007,0.566,0,1.278,0.783,0.847,254.905,0.086,0.07
14,DSC_1057_plate10.JPG,10,2479,71.006,252.978,0.487,0,1.497,0.668,0.863,254.092,0.864,0.342
15,DSC_1057_plate10.JPG,10,438,83.119,110.368,0.452,0,1.421,0.704,0.856,255,0,0
16,DSC_1057_plate10.JPG,10,3662,80.506,437.387,0.241,0,2.27,0.441,0.617,252.888,1.86,0.892
17,DSC_1057_plate10.JPG,10,2698,72.04,289.12,0.406,0,1.074,0.931,0.727,253.921,1.003,0.44
18,DSC_1057_plate10.JPG,10,4089,68.228,291.362,0.605,0,1.41,0.709,0.882,254.868,0.121,0.075
19,DSC_1057_plate10.JPG,10,4212,77.868,324.09,0.504,0,1.681,0.595,0.852,254.903,0.087,0.07
1,DSC_1056_plate11.JPG,11,918,87.898,170.309,0.398,0,2.169,0.461,0.766,254.612,0.17,0.137
2,DSC_1056_plate11.JPG,11,241,84.012,58.77,0.877,0,1.393,0.718,0.929,255,0,0
3,DSC_1056_plate11.JPG,11,457,87.018,103.882,0.532,0,1.263,0.792,0.77,255,0,0
4,DSC_1056_plate11.JPG,11,322,94.873,73.841,0.742,0,1.557,0.642,0.888,255,0,0
5,DSC_1056_plate11.JPG,11,1958,82.219,171.238,0.839,0,1.27,0.787,0.951,255,0,0
6,DSC_1056_plate11.JPG,11,764,99.034,148.853,0.433,0,2.712,0.369,0.739,252.145,4.089,1.171
7,DSC_1056_plate11.JPG,11,1060,74.117,162.167,0.507,0,1.157,0.865,0.819,254.895,0.13,0.109
8,DSC_1056_plate11.JPG,11,2278,77.811,266.049,0.404,0,1.126,0.888,0.697,255,0,0
9,DSC_1056_plate11.JPG,11,728,91.666,103.497,0.854,0,1.057,0.946,0.942,255,0,0
10,DSC_1056_plate11.JPG,11,2140,76.781,222.551,0.543,0,1.593,0.628,0.815,255,0,0
11,DSC_1056_plate11.JPG,11,240,97.992,76.912,0.51,0,3.569,0.28,0.821,255,0,0
12,DSC_1056_plate11.JPG,11,103,109.796,40.042,0.807,0,1.896,0.527,0.892,255,0,0
13,DSC_1056_plate11.JPG,11,2204,79.654,196.794,0.715,0,1.729,0.578,0.932,255,0,0
14,DSC_1056_plate11.JPG,11,200,82.38,55.355,0.82,0,1.592,0.628,0.911,255,0,0
15,DSC_1056_plate11.JPG,11,107,89.907,43.113,0.723,0,2.18,0.459,0.863,255,0,0
16,DSC_1056_plate11.JPG,11,159,80.346,55.113,0.658,0,1.606,0.623,0.839,255,0,0
17,DSC_1056_plate11.JPG,11,849,70.057,123.296,0.702,0,1.423,0.703,0.877,255,0,0
18,DSC_1056_plate11.JPG,11,393,88.359,113.882,0.381,0,1.653,0.605,0.752,253.27,0.987,0.796
19,DSC_1056_plate11.JPG,11,215,121.447,246.108,0.045,0,6.081,0.164,0.146,255,0,0
20,DSC_1056_plate11.JPG,11,1293,73.343,188.309,0.458,0,1.359,0.736,0.756,255,0,0
21,DSC_1056_plate11.JPG,11,2361,59.128,215.48,0.639,0,1.294,0.773,0.863,255,0,0
22,DSC_1056_plate11.JPG,11,772,82.894,107.296,0.843,0,1.129,0.885,0.939,255,0,0
23,DSC_1056_plate11.JPG,11,251,90.494,60.77,0.854,0,1.213,0.825,0.913,255,0,0
24,DSC_1056_plate11.JPG,11,761,73.765,117.397,0.694,0,2.144,0.466,0.927,255,0,0
25,DSC_1056_plate11.JPG,11,3381,84.736,308.919,0.445,0,1.412,0.708,0.822,254.868,0.096,0.077
26,DSC_1056_plate11.JPG,11,171,90.111,48.284,0.922,0,1.362,0.734,0.929,255,0,0
27,DSC_1056_plate11.JPG,11,141,92.645,184.551,0.052,0,12.467,0.08,0.256,255,0,0
28,DSC_1056_plate11.JPG,11,142,82.486,154.083,0.075,0,20.625,0.048,0.489,255,0,0
29,DSC_1056_plate11.JPG,11,161,75.95,142.569,0.1,0,10.584,0.094,0.409,255,0,0
30,DSC_1056_plate11.JPG,11,252,74.635,235.841,0.057,0,27.278,0.037,0.552,255,0,0
1,DSC_1055_plate12.JPG,12,113,89.85,70.669,0.284,0,1.388,0.721,0.601,255,0,0
2,DSC_1055_plate12.JPG,12,1933,80.375,190.794,0.667,0,1.147,0.872,0.895,252.723,2.199,1.67
3,DSC_1055_plate12.JPG,12,242,84.694,62.669,0.774,0,1.09,0.918,0.863,255,0,0
4,DSC_1055_plate12.JPG,12,335,90.839,79.841,0.66,0,2.044,0.489,0.87,255,0,0
5,DSC_1055_plate12.JPG,12,1534,94.838,183.238,0.574,0,1.951,0.512,0.863,255,0,0
6,DSC_1055_plate12.JPG,12,3416,80.82,273.321,0.575,0,1.979,0.505,0.887,255,0,0
7,DSC_1055_plate12.JPG,12,1917,74.168,213.865,0.527,0,1.649,0.607,0.864,253.561,1.372,0.579
8,DSC_1055_plate12.JPG,12,110,99.482,42.042,0.782,0,1.347,0.742,0.876,255,0,0
9,DSC_1055_plate12.JPG,12,235,102.213,97.296,0.312,0,4.129,0.242,0.682,255,0,0
10,DSC_1055_plate12.JPG,12,2241,71.297,219.179,0.586,0,1.342,0.745,0.903,254.029,0.895,0.357
11,DSC_1055_plate12.JPG,12,722,98.208,120.368,0.626,0,1.307,0.765,0.873,254.801,0.168,0.133
12,DSC_1055_plate12.JPG,12,932,86.453,222.936,0.236,0,1.548,0.646,0.717,254.098,0.784,0.266
13,DSC_1055_plate12.JPG,12,1915,64.885,221.279,0.491,0,1.25,0.8,0.873,254.718,0.253,0.11
14,DSC_1055_plate12.JPG,12,1606,94.319,197.966,0.515,0,1.553,0.644,0.878,253.885,0.907,0.554
15,DSC_1055_plate12.JPG,12,215,100.665,87.397,0.354,0,1.311,0.763,0.63,255,0,0
16,DSC_1055_plate12.JPG,12,128,88.875,48.627,0.68,0,1.512,0.662,0.892,255,0,0
17,DSC_1055_plate12.JPG,12,1845,91.132,313.747,0.236,0,2.243,0.446,0.741,253.997,0.595,0.526
18,DSC_1055_plate12.JPG,12,2386,60.627,218.007,0.631,0,1.557,0.642,0.88,255,0,0
19,DSC_1055_plate12.JPG,12,1639,65.364,188.309,0.581,0,1.34,0.746,0.92,255,0,0
20,DSC_1055_plate12.JPG,12,1222,76.347,159.581,0.603,0,1.377,0.726,0.897,254.781,0.201,0.098
21,DSC_1055_plate12.JPG,12,1470,79.62,247.338,0.302,0,2.131,0.469,0.704,255,0,0
22,DSC_1055_plate12.JPG,12,475,71.893,85.255,0.821,0,1.42,0.704,0.934,255,0,0
23,DSC_1055_plate12.JPG,12,108,103.398,50.284,0.537,0,2.934,0.341,0.783,255,0,0
24,DSC_1055_plate12.JPG,12,3532,66.874,308.777,0.466,0,1.387,0.721,0.831,255,0,0
25,DSC_1055_plate12.JPG,12,3077,68.65,254.492,0.597,0,2.076,0.482,0.866,255,0,0
26,DSC_1055_plate12.JPG,12,2063,79.412,199.865,0.649,0,1.15,0.87,0.885,255,0,0
27,DSC_1055_plate12.JPG,12,3672,65.999,346.718,0.384,0,1.232,0.812,0.801,254.421,0.539,0.286
28,DSC_1055_plate12.JPG,12,1342,98.07,173.723,0.559,0,1.054,0.949,0.854,253.858,0.952,0.811
29,DSC_1055_plate12.JPG,12,118,92.627,121.296,0.101,0,4.272,0.234,0.242,255,0,0
30,DSC_1055_plate12.JPG,12,188,57.872,162.309,0.09,0,12.148,0.082,0.408,255,0,0
31,DSC_1055_plate12.JPG,12,125,41.28,89.397,0.197,0,2.264,0.442,0.5,251.536,0.68,0.728
32,DSC_1055_plate12.JPG,12,633,72.893,640.894,0.019,0,105.68,0.009,0.553,255,0,0
33,DSC_1055_plate12.JPG,12,155,80.819,204.87,0.046,0,47.156,0.021,0.577,255,0,0
34,DSC_1055_plate12.JPG,12,160,77.975,184.527,0.059,0,37.837,0.026,0.625,255,0,0
35,DSC_1055_plate12.JPG,12,131,75.58,142.042,0.082,0,29.651,0.034,0.753,255,0,0
36,DSC_1055_plate12.JPG,12,159,74.226,200.87,0.05,0,45.623,0.022,0.589,255,0,0
37,DSC_1055_plate12.JPG,12,134,73.791,178.042,0.053,0,40.218,0.025,0.567,255,0,0
38,DSC_1055_plate12.JPG,12,321,71.343,351.841,0.033,0,71.687,0.014,0.559,255,0,0
39,DSC_1055_plate12.JPG,12,116,74.966,122.042,0.098,0,21.65,0.046,0.727,255,0,0
1,DSC_1054_plate13.JPG,13,7273,95.829,1766.3,0.029,0,2.898,0.345,0.152,107.704,97.599,80.255
2,DSC_1054_plate13.JPG,13,117,107.573,75.154,0.26,0,6.007,0.166,0.619,119.752,112.701,89.632
3,DSC_1054_plate13.JPG,13,1287,70.434,160.752,0.626,0,1.332,0.751,0.868,81.171,85.3,44.846
4,DSC_1054_plate13.JPG,13,507,94.489,101.983,0.613,0,1.412,0.708,0.842,107.475,102.215,73.799
5,DSC_1054_plate13.JPG,13,3723,71.256,456.985,0.224,0,3.171,0.315,0.593,90.67,90.31,32.764
6,DSC_1054_plate13.JPG,13,127,93.984,72.627,0.303,0,4.717,0.212,0.801,101.614,96.378,83.898
7,DSC_1054_plate13.JPG,13,668,103.906,138.267,0.439,0,2.729,0.366,0.755,114.376,109.648,87.651
8,DSC_1054_plate13.JPG,13,117,96.641,85.054,0.203,0,5.499,0.182,0.582,103.462,101.034,85.735
9,DSC_1054_plate13.JPG,13,284,98,185.179,0.104,0,13.677,0.073,0.446,106.007,102.222,85.951
10,DSC_1054_plate13.JPG,13,1939,61.925,224.35,0.484,0,1.79,0.559,0.857,79.274,83.192,23.353
11,DSC_1054_plate13.JPG,13,2229,69.836,203.137,0.679,0,1.702,0.587,0.919,85.013,88.734,35.577
12,DSC_1054_plate13.JPG,13,3448,67.413,364.416,0.326,0,1.522,0.657,0.763,84.789,83.037,33.436
13,DSC_1054_plate13.JPG,13,960,73.693,146.024,0.566,0,1.328,0.753,0.85,93.348,92.81,34.922
14,DSC_1054_plate13.JPG,13,1460,89.65,165.338,0.671,0,1.509,0.663,0.892,91.176,101.429,76.308
15,DSC_1054_plate13.JPG,13,116,98,39.799,0.92,0,1.224,0.817,0.921,106.526,106.603,81.034
16,DSC_1054_plate13.JPG,13,864,70.47,140.368,0.551,0,1.396,0.717,0.806,81.884,80.656,48.853
17,DSC_1054_plate13.JPG,13,396,85.21,104.953,0.452,0,1.238,0.808,0.764,95.831,91.995,67.73
18,DSC_1054_plate13.JPG,13,3587,72.026,276.534,0.589,0,1.409,0.71,0.874,81.631,87.084,47.312
19,DSC_1054_plate13.JPG,13,221,93.973,107.539,0.24,0,1.487,0.672,0.641,100.538,98.502,83.131
20,DSC_1054_plate13.JPG,13,3461,62.084,290.919,0.514,0,1.259,0.794,0.855,73.379,75.735,37.167
21,DSC_1054_plate13.JPG,13,866,64.527,130.368,0.64,0,1.409,0.71,0.885,80.222,80.441,32.924
22,DSC_1054_plate13.JPG,13,238,70.588,60.426,0.819,0,1.242,0.805,0.869,84.79,82.798,44.176
23,DSC_1054_plate13.JPG,13,258,85.202,62.77,0.823,0,1.538,0.65,0.923,97.314,94.74,63.465
24,DSC_1054_plate13.JPG,13,100,97.62,51.113,0.481,0,2.403,0.416,0.687,112.29,109.8,70.79
25,DSC_1054_plate13.JPG,13,2548,72.649,284.978,0.394,0,1.667,0.6,0.84,82.916,87.094,47.988
26,DSC_1054_plate13.JPG,13,124,101.105,63.841,0.382,0,3.731,0.268,0.713,108.411,108.194,86.935
27,DSC_1054_plate13.JPG,13,1957,62.262,231.421,0.459,0,1.181,0.847,0.817,79.982,81.927,24.896
28,DSC_1054_plate13.JPG,13,706,85.241,106.468,0.783,0,1.244,0.804,0.916,98.786,95.071,61.871
29,DSC_1054_plate13.JPG,13,3351,62.6,260.392,0.621,0,1.715,0.583,0.921,80.159,84.825,22.902
30,DSC_1054_plate13.JPG,13,217,89.986,65.012,0.645,0,1.312,0.762,0.839,103.922,98.82,67.244
31,DSC_1054_plate13.JPG,13,248,90.984,81.255,0.472,0,1.18,0.847,0.713,98.867,93.052,81.19
32,DSC_1054_plate13.JPG,13,138,75.13,178.836,0.054,0,19.681,0.051,0.342,86.174,79.058,60.319
33,DSC_1054_plate13.JPG,13,157,69.115,175.823,0.064,0,20.199,0.05,0.381,79.223,77.567,50.554
34,DSC_1054_plate13.JPG,13,104,83.538,131.983,0.075,0,25.206,0.04,0.5,92.212,87.894,70.596
35,DSC_1054_plate13.JPG,13,102,73.873,113.497,0.1,0,16.577,0.06,0.53,84.412,79.01,58.245
36,DSC_1054_plate13.JPG,13,126,104.206,99.598,0.16,0,10.595,0.094,0.616,114.563,106.135,92.206
37,DSC_1054_plate13.JPG,13,181,81.144,105.054,0.206,0,3.045,0.328,0.616,71.392,82.867,89.254
38,DSC_1054_plate13.JPG,13,961,71.347,180.066,0.372,0,1.101,0.909,0.638,79.154,80.583,54.294
39,DSC_1054_plate13.JPG,13,117,78.308,87.74,0.191,0,3.561,0.281,0.498,69.718,79.863,84.94
40,DSC_1054_plate13.JPG,13,114,97.026,182.042,0.043,0,42.168,0.024,0.495,105.395,101.684,84.132
1,DSC_1053_plate14.JPG,14,120,107.808,62.87,0.382,0,4.654,0.215,0.795,243.108,8.3,9.083
2,DSC_1053_plate14.JPG,14,309,105.019,167.439,0.139,0,2.026,0.494,0.595,248.673,4.081,4.508
3,DSC_1053_plate14.JPG,14,1473,91.27,201.865,0.454,0,1.858,0.538,0.853,254.428,0.497,0.359
4,DSC_1053_plate14.JPG,14,3627,70.79,414.174,0.266,0,1.384,0.723,0.619,255,0,0
5,DSC_1053_plate14.JPG,14,186,90.204,74.426,0.422,0,2.632,0.38,0.777,255,0,0
6,DSC_1053_plate14.JPG,14,508,89.774,148.409,0.29,0,1.704,0.587,0.642,253.907,0.878,0.762
7,DSC_1053_plate14.JPG,14,1639,83.57,231.179,0.385,0,2.662,0.376,0.76,254.674,0.291,0.207
8,DSC_1053_plate14.JPG,14,746,79.229,127.782,0.574,0,1.15,0.87,0.851,255,0,0
9,DSC_1053_plate14.JPG,14,1773,70.904,196.894,0.575,0,1.727,0.579,0.872,254.923,0.069,0.034
10,DSC_1053_plate14.JPG,14,2573,81.398,259.078,0.482,0,1.479,0.676,0.781,254.944,0.047,0.035
11,DSC_1053_plate14.JPG,14,2459,60.302,233.037,0.569,0,1.278,0.783,0.846,255,0,0
12,DSC_1053_plate14.JPG,14,491,74.477,92.811,0.716,0,1.186,0.843,0.901,255,0,0
13,DSC_1053_plate14.JPG,14,2578,75.702,245.664,0.537,0,1.854,0.539,0.853,253.929,0.956,0.484
14,DSC_1053_plate14.JPG,14,835,105.57,175.037,0.342,0,1.23,0.813,0.736,238.896,13.841,11.869
15,DSC_1053_plate14.JPG,14,619,89.578,160.066,0.304,0,1.703,0.587,0.711,253.973,0.601,0.53
16,DSC_1053_plate14.JPG,14,3609,68.86,487.914,0.191,0,1.416,0.706,0.6,254.548,0.323,0.265
17,DSC_1053_plate14.JPG,14,529,93.136,143.681,0.322,0,2.187,0.457,0.707,255,0,0
18,DSC_1053_plate14.JPG,14,1272,70.186,157.238,0.647,0,1.066,0.938,0.875,254.887,0.086,0.074
19,DSC_1053_plate14.JPG,14,145,81.731,150.51,0.08,0,23.195,0.043,0.465,255,0,0
20,DSC_1053_plate14.JPG,14,282,68.33,262.919,0.051,0,27.517,0.036,0.381,255,0,0
21,DSC_1053_plate14.JPG,14,103,89.65,111.196,0.105,0,2.945,0.34,0.28,248.534,5.854,3.893
22,DSC_1053_plate14.JPG,14,258,72.806,240.451,0.056,0,6.263,0.16,0.178,255,0,0
23,DSC_1053_plate14.JPG,14,308,82.114,389.907,0.025,0,8.778,0.114,0.107,255,0,0
24,DSC_1053_plate14.JPG,14,224,93.839,101.012,0.276,0,2.998,0.334,0.723,255,0,0
25,DSC_1053_plate14.JPG,14,211,90.63,97.941,0.276,0,5.858,0.171,0.773,253.626,0.976,0.882
26,DSC_1053_plate14.JPG,14,135,71.985,151.598,0.074,0,21.099,0.047,0.389,255,0,0
1,DSC_1052_plate15.JPG,15,183,94.847,67.598,0.503,0,3.493,0.286,0.83,255,0,0
2,DSC_1052_plate15.JPG,15,280,98.2,147.095,0.163,0,4.724,0.212,0.366,255,0,0
3,DSC_1052_plate15.JPG,15,3620,61.304,404.558,0.278,0,1.589,0.629,0.617,255,0,0
4,DSC_1052_plate15.JPG,15,2000,69.636,300.818,0.278,0,1.361,0.735,0.752,254.927,0.048,0.044
5,DSC_1052_plate15.JPG,15,106,104.151,95.095,0.147,0,14.425,0.069,0.631,255,0,0
6,DSC_1052_plate15.JPG,15,4000,61.66,316.676,0.501,0,1.414,0.707,0.827,254.81,0.134,0.102
7,DSC_1052_plate15.JPG,15,809,66.033,122.953,0.672,0,1.168,0.856,0.87,255,0,0
8,DSC_1052_plate15.JPG,15,1590,77.714,168.409,0.704,0,1.554,0.644,0.91,255,0,0
9,DSC_1052_plate15.JPG,15,152,80.658,60.184,0.527,0,2.478,0.404,0.724,255,0,0
10,DSC_1052_plate15.JPG,15,2165,66.895,220.794,0.558,0,1.495,0.669,0.837,254.817,0.168,0.135
11,DSC_1052_plate15.JPG,15,190,86.342,74.912,0.425,0,1.768,0.566,0.744,249.411,2.463,2.084
12,DSC_1052_plate15.JPG,15,1651,82.125,205.865,0.49,0,1.735,0.576,0.865,254.785,0.104,0.088
13,DSC_1052_plate15.JPG,15,211,84.796,84.569,0.371,0,3.62,0.276,0.72,255,0,0
14,DSC_1052_plate15.JPG,15,330,65.936,71.012,0.822,0,1.128,0.886,0.909,255,0,0
15,DSC_1052_plate15.JPG,15,106,80.245,40.042,0.831,0,1.413,0.708,0.895,255,0,0
16,DSC_1052_plate15.JPG,15,937,76.641,243.463,0.199,0,1.643,0.609,0.683,252.216,1.143,0.974
17,DSC_1052_plate15.JPG,15,4150,64.353,269.179,0.72,0,1.668,0.599,0.936,255,0,0
18,DSC_1052_plate15.JPG,15,5934,56.352,449.428,0.369,0,1.185,0.844,0.793,255,0,0
19,DSC_1052_plate15.JPG,15,2158,75.309,252.25,0.426,0,1.41,0.709,0.711,255,0,0
20,DSC_1052_plate15.JPG,15,229,91.812,101.882,0.277,0,4.553,0.22,0.663,255,0,0
21,DSC_1052_plate15.JPG,15,153,104.431,69.255,0.401,0,4.036,0.248,0.767,255,0,0
22,DSC_1052_plate15.JPG,15,121,107.479,96.468,0.163,0,2.457,0.407,0.484,253.702,0.926,1
23,DSC_1052_plate15.JPG,15,1207,69.807,178.066,0.478,0,1.217,0.821,0.803,255,0,0
24,DSC_1052_plate15.JPG,15,4151,55.124,399.63,0.327,0,1.673,0.598,0.759,254.802,0.106,0.092
25,DSC_1052_plate15.JPG,15,1323,75.056,224.25,0.331,0,1.646,0.608,0.66,255,0,0
26,DSC_1052_plate15.JPG,15,1023,69.802,171.723,0.436,0,1.127,0.888,0.782,254.69,0.181,0.159
27,DSC_1052_plate15.JPG,15,478,65.674,81.497,0.904,0,1.204,0.831,0.944,255,0,0
28,DSC_1052_plate15.JPG,15,314,81.943,69.598,0.815,0,1.214,0.823,0.915,255,0,0
29,DSC_1052_plate15.JPG,15,255,84.396,71.255,0.631,0,1.454,0.688,0.824,255,0,0
30,DSC_1052_plate15.JPG,15,115,90.035,83.355,0.208,0,5.676,0.176,0.569,255,0,0
31,DSC_1052_plate15.JPG,15,213,39.07,165.338,0.098,0,9.646,0.104,0.423,255,0,0
1,DSC_1051_plate16.JPG,16,3921,53.885,296.149,0.562,0,1.917,0.522,0.875,255,0,0
2,DSC_1051_plate16.JPG,16,875,72.295,133.196,0.62,0,1.556,0.643,0.865,255,0,0
3,DSC_1051_plate16.JPG,16,154,89.071,64.426,0.466,0,1.694,0.59,0.776,255,0,0
4,DSC_1051_plate16.JPG,16,273,73.802,69.012,0.72,0,1.317,0.759,0.864,255,0,0
5,DSC_1051_plate16.JPG,16,183,74.12,55.698,0.741,0,1.594,0.627,0.886,255,0,0
6,DSC_1051_plate16.JPG,16,2208,62.125,256.007,0.423,0,1.724,0.58,0.827,254.929,0.043,0.038
7,DSC_1051_plate16.JPG,16,2839,67.302,257.421,0.538,0,2.137,0.468,0.879,254.938,0.028,0.024
8,DSC_1051_plate16.JPG,16,236,80.924,65.355,0.694,0,1.185,0.844,0.861,255,0,0
9,DSC_1051_plate16.JPG,16,3815,68.276,266.492,0.675,0,1.81,0.552,0.92,255,0,0
10,DSC_1051_plate16.JPG,16,3651,62.375,306.191,0.489,0,1.368,0.731,0.879,255,0,0
11,DSC_1051_plate16.JPG,16,1139,88.886,191.38,0.391,0,1.515,0.66,0.707,255,0,0
12,DSC_1051_plate16.JPG,16,257,71.327,64.284,0.782,0,1.201,0.833,0.919,255,0,0
13,DSC_1051_plate16.JPG,16,847,87.834,201.522,0.262,0,1.222,0.818,0.717,254.791,0.099,0.085
14,DSC_1051_plate16.JPG,16,3588,57.46,283.605,0.561,0,1.699,0.588,0.877,255,0,0
15,DSC_1051_plate16.JPG,16,482,59.421,99.154,0.616,0,2.251,0.444,0.884,255,0,0
16,DSC_1051_plate16.JPG,16,307,77.762,86.527,0.515,0,3.342,0.299,0.881,255,0,0
17,DSC_1051_plate16.JPG,16,4601,70.419,338.132,0.506,0,1.106,0.904,0.853,254.937,0.045,0.04
18,DSC_1051_plate16.JPG,16,2377,73.07,217.38,0.632,0,1.136,0.88,0.889,255,0,0
19,DSC_1051_plate16.JPG,16,304,86.53,78.669,0.617,0,2.567,0.39,0.86,255,0,0
20,DSC_1051_plate16.JPG,16,1297,67.002,152.167,0.704,0,1.59,0.629,0.878,255,0,0
21,DSC_1051_plate16.JPG,16,739,67.859,112.711,0.731,0,1.722,0.581,0.898,255,0,0
22,DSC_1051_plate16.JPG,16,193,99.751,86.912,0.321,0,1.745,0.573,0.712,255,0,0
23,DSC_1051_plate16.JPG,16,170,86.159,55.355,0.697,0,1.358,0.736,0.863,255,0,0
24,DSC_1051_plate16.JPG,16,115,77.722,59.113,0.414,0,3.974,0.252,0.73,255,0,0
25,DSC_1051_plate16.JPG,16,116,87.155,134.042,0.081,0,30.559,0.033,0.73,255,0,0
26,DSC_1051_plate16.JPG,16,117,90.538,135.556,0.08,0,31.721,0.032,0.9,255,0,0
27,DSC_1051_plate16.JPG,16,132,85.894,152.042,0.072,0,32.081,0.031,0.614,255,0,0
28,DSC_1051_plate16.JPG,16,183,82.164,241.698,0.039,0,52.673,0.019,0.626,255,0,0
1,DSC_1050_plate17.JPG,17,1199,71.553,162.167,0.573,0,1.437,0.696,0.896,253.509,0.662,0.564
2,DSC_1050_plate17.JPG,17,1034,65.544,155.238,0.539,0,1.459,0.685,0.807,255,0,0
3,DSC_1050_plate17.JPG,17,1629,68.705,189.48,0.57,0,1.198,0.835,0.84,254.893,0.044,0.04
4,DSC_1050_plate17.JPG,17,2069,66.233,227.664,0.502,0,2.064,0.485,0.854,255,0,0
5,DSC_1050_plate17.JPG,17,409,74.093,85.397,0.705,0,1.72,0.582,0.871,255,0,0
