plate,row,col,OD600.1,OD600.2,OD750.1,OD750.2,Blank1od600,blank2od600,blank1od750,blank2od750,od600mean.blanked,od750mean.blanked,od600.fancyblankmean,od750.fancyblankmean,Note: blank is 2xK at 70ul for col 1-10 and 50ul for col 11 and 12,"plate 18 so cols 7 and 8, row C tiny amount cross contam bt these 2",regular blanked is just average of two wells where each has blank subtracted and fancy blank sets wells to zero if they are less than their corresponding blank value
1,A,1,0.074,0.059,0.061,0.051,0.039,0.038,0.038,0.037,0.028,0.0185,0.028,0.0185,,,
1,A,2,0.045,0.043,0.043,0.041,0.041,0.038,0.042,0.038,0.0045,0.002,0.0045,0.002,,,
1,A,3,0.041,0.038,0.041,0.04,0.04,0.038,0.041,0.04,0.0005,0,0.0005,0,,,
1,A,4,0.049,0.051,0.048,0.053,0.04,0.038,0.041,0.04,0.011,0.01,0.011,0.01,,,
1,A,5,0.046,0.05,0.044,0.044,0.04,0.038,0.041,0.039,0.009,0.004,0.009,0.004,,,
1,A,6,0.048,0.053,0.045,0.051,0.04,0.038,0.04,0.038,0.0115,0.009,0.0115,0.009,,,
1,B,1,0.044,0.042,0.042,0.04,0.037,0.037,0.037,0.037,0.006,0.004,0.006,0.004,,,
1,B,2,0.043,0.042,0.041,0.04,0.038,0.039,0.038,0.038,0.004,0.0025,0.004,0.0025,,,
1,B,3,0.039,0.04,0.038,0.04,0.038,0.039,0.038,0.039,0.001,0.0005,0.001,0.0005,,,
1,B,4,0.042,0.05,0.042,0.053,0.039,0.039,0.037,0.04,0.007,0.009,0.007,0.009,,,
1,B,5,0.152,0.114,0.148,0.119,0.039,0.038,0.038,0.039,0.0945,0.095,0.0945,0.095,,,
1,B,6,0.048,0.05,0.043,0.042,0.038,0.038,0.038,0.038,0.011,0.0045,0.011,0.0045,,,
1,C,1,0.043,0.042,0.041,0.04,0.039,0.039,0.039,0.038,0.0035,0.002,0.0035,0.002,,,
1,C,2,0.043,0.061,0.042,0.067,0.038,0.038,0.039,0.04,0.014,0.015,0.014,0.015,,,
1,C,3,0.053,0.052,0.047,0.05,0.038,0.039,0.038,0.038,0.014,0.0105,0.014,0.0105,,,
1,C,4,0.043,0.053,0.045,0.052,0.038,0.038,0.04,0.039,0.01,0.009,0.01,0.009,,,
1,C,5,0.077,0.053,0.08,0.049,0.038,0.039,0.04,0.038,0.0265,0.0255,0.0265,0.0255,,,
1,C,6,0.043,0.047,0.04,0.043,0.038,0.038,0.038,0.038,0.007,0.0035,0.007,0.0035,,,
1,D,1,0.038,0.04,0.037,0.039,0.037,0.039,0.036,0.038,0.001,0.001,0.001,0.001,,,
1,D,2,0.066,0.057,0.058,0.05,0.048,0.041,0.046,0.041,0.017,0.0105,0.017,0.0105,,,
1,D,3,0.06,0.076,0.061,0.071,0.038,0.041,0.039,0.041,0.0285,0.026,0.0285,0.026,,,
1,D,4,0.075,0.062,0.066,0.053,0.038,0.042,0.039,0.042,0.0285,0.019,0.0285,0.019,,,
1,D,5,0.038,0.062,0.039,0.058,0.038,0.042,0.041,0.043,0.01,0.0065,0.01,0.0075,,,
1,D,6,0.039,0.041,0.039,0.04,0.038,0.042,0.039,0.041,3.46944695195361E-018,-0.0005,0.0005,0,,,
2,A,1,0.05,0.055,0.048,0.05,0.041,0.038,0.043,0.038,0.013,0.0085,0.013,0.0085,,,
2,A,2,0.043,0.044,0.042,0.042,0.041,0.039,0.041,0.039,0.0035,0.002,0.0035,0.002,,,
2,A,3,0.055,0.055,0.049,0.05,0.041,0.038,0.041,0.038,0.0155,0.01,0.0155,0.01,,,
2,A,4,0.046,0.046,0.043,0.046,0.04,0.038,0.041,0.039,0.007,0.0045,0.007,0.0045,,,
2,A,5,0.041,0.041,0.041,0.042,0.04,0.038,0.04,0.038,0.002,0.0025,0.002,0.0025,,,
2,A,6,0.046,0.043,0.045,0.042,0.04,0.043,0.039,0.044,0.003,0.002,0.003,0.003,,,
2,B,1,0.039,0.039,0.039,0.039,0.038,0.038,0.038,0.038,0.001,0.001,0.001,0.001,,,
2,B,2,0.052,0.044,0.051,0.042,0.038,0.038,0.038,0.038,0.01,0.0085,0.01,0.0085,,,
2,B,3,0.051,0.052,0.047,0.048,0.039,0.039,0.038,0.04,0.0125,0.0085,0.0125,0.0085,,,
2,B,4,0.05,0.05,0.048,0.046,0.038,0.039,0.038,0.038,0.0115,0.009,0.0115,0.009,,,
2,B,5,0.06,0.048,0.049,0.044,0.038,0.039,0.037,0.038,0.0155,0.009,0.0155,0.009,,,
2,B,6,0.048,0.046,0.046,0.043,0.043,0.043,0.044,0.044,0.004,0.0005,0.004,0.001,,,
2,C,1,0.046,0.052,0.043,0.046,0.038,0.039,0.038,0.038,0.0105,0.0065,0.0105,0.0065,,,
2,C,2,0.039,0.039,0.04,0.039,0.039,0.039,0.04,0.039,0,0,0,0,,,
2,C,3,0.043,0.059,0.044,0.055,0.038,0.038,0.041,0.038,0.013,0.01,0.013,0.01,,,
2,C,4,0.043,0.044,0.043,0.041,0.038,0.038,0.039,0.038,0.0055,0.0035,0.0055,0.0035,,,
2,C,5,0.045,0.047,0.046,0.049,0.038,0.039,0.038,0.04,0.0075,0.0085,0.0075,0.0085,,,
2,C,6,0.043,0.042,0.042,0.041,0.047,0.047,0.048,0.049,-0.0045,-0.007,0,0,,,
2,D,1,0.048,0.047,0.045,0.046,0.038,0.042,0.038,0.042,0.0075,0.0055,0.0075,0.0055,,,
2,D,2,0.051,0.049,0.051,0.046,0.039,0.042,0.04,0.042,0.0095,0.0075,0.0095,0.0075,,,
2,D,3,0.04,0.041,0.041,0.04,0.038,0.042,0.04,0.041,0.0005,0,0.001,0.0005,,,
2,D,4,0.057,0.048,0.055,0.045,0.039,0.042,0.038,0.041,0.012,0.0105,0.012,0.0105,,,
2,D,5,0.151,0.068,0.163,0.06,0.038,0.039,0.037,0.039,0.071,0.0735,0.071,0.0735,,,
2,D,6,0.049,0.05,0.046,0.046,0.05,0.041,0.053,0.04,0.004,-0.0005,0.0045,0.003,,,
3,A,1,0.04,0.039,0.039,0.038,0.039,0.038,0.038,0.037,0.001,0.001,0.001,0.001,,,
3,A,2,0.052,0.049,0.048,0.045,0.041,0.038,0.042,0.038,0.011,0.0065,0.011,0.0065,,,
3,A,3,0.043,0.042,0.044,0.043,0.04,0.038,0.041,0.04,0.0035,0.003,0.0035,0.003,,,
3,A,4,0.046,0.042,0.043,0.042,0.04,0.038,0.041,0.04,0.005,0.002,0.005,0.002,,,
3,A,5,0.041,0.04,0.04,0.04,0.04,0.038,0.041,0.039,0.0015,-3.46944695195361E-018,0.0015,0.0005,,,
3,A,6,0.04,0.04,0.038,0.04,0.04,0.038,0.04,0.038,0.001,0,0.001,0.001,,,
3,B,1,0.039,0.038,0.039,0.038,0.037,0.037,0.037,0.037,0.0015,0.0015,0.0015,0.0015,,,
3,B,2,0.042,0.042,0.04,0.043,0.038,0.039,0.038,0.038,0.0035,0.0035,0.0035,0.0035,,,
3,B,3,0.04,0.042,0.039,0.04,0.038,0.039,0.038,0.039,0.0025,0.001,0.0025,0.001,,,
3,B,4,0.039,0.04,0.038,0.04,0.039,0.039,0.037,0.04,0.0005,0.0005,0.0005,0.0005,,,
3,B,5,0.064,0.052,0.061,0.051,0.039,0.038,0.038,0.039,0.0195,0.0175,0.0195,0.0175,,,
3,B,6,0.045,0.048,0.042,0.045,0.038,0.038,0.038,0.038,0.0085,0.0055,0.0085,0.0055,,,
3,C,1,0.045,0.045,0.05,0.045,0.039,0.039,0.039,0.038,0.006,0.009,0.006,0.009,,,
3,C,2,0.042,0.043,0.041,0.044,0.038,0.038,0.039,0.04,0.0045,0.003,0.0045,0.003,,,
3,C,3,0.041,0.049,0.039,0.049,0.038,0.039,0.038,0.038,0.0065,0.006,0.0065,0.006,,,
3,C,4,0.042,0.043,0.043,0.043,0.038,0.038,0.04,0.039,0.0045,0.0035,0.0045,0.0035,,,
3,C,5,0.046,0.107,0.046,0.102,0.038,0.039,0.04,0.038,0.038,0.035,0.038,0.035,,,
3,C,6,0.06,0.069,0.062,0.073,0.038,0.038,0.038,0.038,0.0265,0.0295,0.0265,0.0295,,,
3,D,1,0.05,0.048,0.045,0.044,0.037,0.039,0.036,0.038,0.011,0.0075,0.011,0.0075,,,
3,D,2,0.063,0.085,0.064,0.089,0.048,0.041,0.046,0.041,0.0295,0.033,0.0295,0.033,,,
3,D,3,0.04,0.047,0.04,0.047,0.038,0.041,0.039,0.041,0.004,0.0035,0.004,0.0035,,,
3,D,4,0.048,0.048,0.047,0.05,0.038,0.042,0.039,0.042,0.008,0.008,0.008,0.008,,,
3,D,5,0.039,0.042,0.041,0.041,0.038,0.042,0.041,0.043,0.0005,-0.001,0.0005,0,,,
3,D,6,0.071,0.056,0.062,0.051,0.038,0.042,0.039,0.041,0.0235,0.0165,0.0235,0.0165,,,
4,A,1,0.04,0.04,0.04,0.039,0.041,0.038,0.043,0.038,0.0005,-0.001,0.001,0.0005,,,
4,A,2,0.06,0.075,0.079,0.087,0.041,0.039,0.041,0.039,0.0275,0.043,0.0275,0.043,,,
4,A,3,0.043,0.057,0.041,0.057,0.041,0.038,0.041,0.038,0.0105,0.0095,0.0105,0.0095,,,
4,A,4,0.04,0.047,0.039,0.05,0.04,0.038,0.041,0.039,0.0045,0.0045,0.0045,0.0055,,,
4,A,5,0.043,0.043,0.042,0.041,0.04,0.038,0.04,0.038,0.004,0.0025,0.004,0.0025,,,
4,A,6,0.048,0.048,0.045,0.045,0.04,0.043,0.039,0.044,0.0065,0.0035,0.0065,0.0035,,,
4,B,1,0.047,0.047,0.044,0.044,0.038,0.038,0.038,0.038,0.009,0.006,0.009,0.006,,,
4,B,2,0.039,0.039,0.039,0.039,0.038,0.038,0.038,0.038,0.001,0.001,0.001,0.001,,,
4,B,3,0.086,0.12,0.103,0.108,0.039,0.039,0.038,0.04,0.064,0.0665,0.064,0.0665,,,
4,B,4,0.041,0.049,0.041,0.044,0.038,0.039,0.038,0.038,0.0065,0.0045,0.0065,0.0045,,,
4,B,5,0.045,0.051,0.043,0.051,0.038,0.039,0.037,0.038,0.0095,0.0095,0.0095,0.0095,,,
4,B,6,0.065,0.061,0.059,0.056,0.043,0.043,0.044,0.044,0.02,0.0135,0.02,0.0135,,,
4,C,1,0.042,0.042,0.041,0.041,0.038,0.039,0.038,0.038,0.0035,0.003,0.0035,0.003,,,
4,C,2,0.063,0.174,0.057,0.149,0.039,0.039,0.04,0.039,0.0795,0.0635,0.0795,0.0635,,,
4,C,3,0.043,0.046,0.044,0.042,0.038,0.038,0.041,0.038,0.0065,0.0035,0.0065,0.0035,,,
4,C,4,0.04,0.051,0.041,0.05,0.038,0.038,0.039,0.038,0.0075,0.007,0.0075,0.007,,,
4,C,5,0.044,0.045,0.042,0.045,0.038,0.039,0.038,0.04,0.006,0.0045,0.006,0.0045,,,
4,C,6,0.044,0.045,0.043,0.044,0.047,0.047,0.048,0.049,-0.0025,-0.005,0,0,,,
4,D,1,0.066,0.06,0.06,0.049,0.038,0.042,0.038,0.042,0.023,0.0145,0.023,0.0145,,,
4,D,2,0.053,0.051,0.048,0.047,0.039,0.042,0.04,0.042,0.0115,0.0065,0.0115,0.0065,,,
4,D,3,0.045,0.045,0.044,0.043,0.038,0.042,0.04,0.041,0.005,0.003,0.005,0.003,,,
4,D,4,0.041,0.041,0.039,0.04,0.039,0.042,0.038,0.041,0.0005,-3.46944695195361E-018,0.001,0.0005,,,
4,D,5,0.067,0.063,0.057,0.054,0.038,0.039,0.037,0.039,0.0265,0.0175,0.0265,0.0175,,,
4,D,6,0.044,0.043,0.041,0.042,0.05,0.041,0.053,0.04,-0.002,-0.005,0.001,0.001,,,
5,A,1,0.051,0.063,0.046,0.056,0.039,0.038,0.038,0.037,0.0185,0.0135,0.0185,0.0135,,,
5,A,2,0.064,0.059,0.057,0.052,0.041,0.038,0.042,0.038,0.022,0.0145,0.022,0.0145,,,
5,A,3,0.05,0.041,0.053,0.041,0.04,0.038,0.041,0.04,0.0065,0.0065,0.0065,0.0065,,,
5,A,4,0.047,0.052,0.047,0.05,0.04,0.038,0.041,0.04,0.0105,0.008,0.0105,0.008,,,
5,A,5,0.062,0.05,0.061,0.046,0.04,0.038,0.041,0.039,0.017,0.0135,0.017,0.0135,,,
5,A,6,0.066,0.051,0.052,0.048,0.04,0.038,0.04,0.038,0.0195,0.011,0.0195,0.011,,,
5,B,1,0.043,0.05,0.042,0.048,0.037,0.037,0.037,0.037,0.0095,0.008,0.0095,0.008,,,
5,B,2,0.047,0.044,0.046,0.044,0.038,0.039,0.038,0.038,0.007,0.007,0.007,0.007,,,
5,B,3,0.056,0.048,0.05,0.044,0.038,0.039,0.038,0.039,0.0135,0.0085,0.0135,0.0085,,,
5,B,4,0.048,0.066,0.041,0.058,0.039,0.039,0.037,0.04,0.018,0.011,0.018,0.011,,,
5,B,5,0.044,0.043,0.041,0.043,0.039,0.038,0.038,0.039,0.005,0.0035,0.005,0.0035,,,
5,B,6,0.047,0.045,0.043,0.044,0.038,0.038,0.038,0.038,0.008,0.0055,0.008,0.0055,,,
5,C,1,0.054,0.056,0.05,0.049,0.039,0.039,0.039,0.038,0.016,0.011,0.016,0.011,,,
5,C,2,0.055,0.073,0.064,0.076,0.038,0.038,0.039,0.04,0.026,0.0305,0.026,0.0305,,,
5,C,3,0.044,0.044,0.042,0.042,0.038,0.039,0.038,0.038,0.0055,0.004,0.0055,0.004,,,
5,C,4,0.037,0.038,0.041,0.04,0.038,0.038,0.04,0.039,-0.0005,0.001,0,0.001,,,
5,C,5,0.05,0.057,0.052,0.057,0.038,0.039,0.04,0.038,0.015,0.0155,0.015,0.0155,,,
5,C,6,0.046,0.048,0.044,0.043,0.038,0.038,0.038,0.038,0.009,0.0055,0.009,0.0055,,,
5,D,1,0.039,0.04,0.038,0.039,0.037,0.039,0.036,0.038,0.0015,0.0015,0.0015,0.0015,,,
5,D,2,0.047,0.04,0.045,0.039,0.048,0.041,0.046,0.041,-0.001,-0.0015,0,0,,,
5,D,3,0.039,0.04,0.039,0.039,0.038,0.041,0.039,0.041,-3.46944695195361E-018,-0.001,0.0005,0,,,
5,D,4,0.05,0.054,0.047,0.047,0.038,0.042,0.039,0.042,0.012,0.0065,0.012,0.0065,,,
5,D,5,0.059,0.066,0.057,0.059,0.038,0.042,0.041,0.043,0.0225,0.016,0.0225,0.016,,,
5,D,6,0.054,0.081,0.051,0.077,0.038,0.042,0.039,0.041,0.0275,0.024,0.0275,0.024,,,
6,A,1,0.053,0.07,0.05,0.065,0.041,0.038,0.043,0.038,0.022,0.017,0.022,0.017,,,
6,A,2,0.053,0.05,0.048,0.046,0.041,0.039,0.041,0.039,0.0115,0.007,0.0115,0.007,,,
6,A,3,0.039,0.041,0.039,0.04,0.041,0.038,0.041,0.038,0.0005,0,0.0015,0.001,,,
6,A,4,0.044,0.049,0.043,0.048,0.04,0.038,0.041,0.039,0.0075,0.0055,0.0075,0.0055,,,
6,A,5,0.051,0.053,0.048,0.049,0.04,0.038,0.04,0.038,0.013,0.0095,0.013,0.0095,,,
6,A,6,0.045,0.045,0.043,0.042,0.04,0.043,0.039,0.044,0.0035,0.001,0.0035,0.002,,,
6,B,1,0.069,0.046,0.057,0.042,0.038,0.038,0.038,0.038,0.0195,0.0115,0.0195,0.0115,,,
6,B,2,0.057,0.086,0.055,0.073,0.038,0.038,0.038,0.038,0.0335,0.026,0.0335,0.026,,,
6,B,3,0.047,0.046,0.044,0.046,0.039,0.039,0.038,0.04,0.0075,0.006,0.0075,0.006,,,
6,B,4,0.048,0.05,0.045,0.046,0.038,0.039,0.038,0.038,0.0105,0.0075,0.0105,0.0075,,,
6,B,5,0.048,0.048,0.045,0.047,0.038,0.039,0.037,0.038,0.0095,0.0085,0.0095,0.0085,,,
6,B,6,0.059,0.053,0.053,0.048,0.043,0.043,0.044,0.044,0.013,0.0065,0.013,0.0065,,,
6,C,1,0.049,0.047,0.046,0.044,0.038,0.039,0.038,0.038,0.0095,0.007,0.0095,0.007,,,
6,C,2,0.055,0.052,0.051,0.05,0.039,0.039,0.04,0.039,0.0145,0.011,0.0145,0.011,,,
6,C,3,0.039,0.04,0.042,0.039,0.038,0.038,0.041,0.038,0.0015,0.001,0.0015,0.001,,,
6,C,4,0.051,0.058,0.049,0.052,0.038,0.038,0.039,0.038,0.0165,0.012,0.0165,0.012,,,
6,C,5,0.039,0.04,0.04,0.041,0.038,0.039,0.038,0.04,0.001,0.0015,0.001,0.0015,,,
6,C,6,0.054,0.05,0.048,0.046,0.047,0.047,0.048,0.049,0.005,-0.0015,0.005,0,,,
6,D,1,0.046,0.043,0.041,0.045,0.038,0.042,0.038,0.042,0.0045,0.003,0.0045,0.003,,,
6,D,2,0.047,0.072,0.045,0.065,0.039,0.042,0.04,0.042,0.019,0.014,0.019,0.014,,,
6,D,3,0.04,0.042,0.042,0.041,0.038,0.042,0.04,0.041,0.001,0.001,0.001,0.001,,,
6,D,4,0.047,0.042,0.042,0.041,0.039,0.042,0.038,0.041,0.004,0.002,0.004,0.002,,,
6,D,5,0.041,0.042,0.04,0.041,0.038,0.039,0.037,0.039,0.003,0.0025,0.003,0.0025,,,
6,D,6,0.041,0.041,0.041,0.041,0.05,0.041,0.053,0.04,-0.0045,-0.0055,0,0.0005,,,
7,A,1,0.05,0.052,0.045,0.047,0.039,0.038,0.038,0.037,0.0125,0.0085,0.0125,0.0085,,,
7,A,2,0.049,0.056,0.049,0.053,0.041,0.038,0.042,0.038,0.013,0.011,0.013,0.011,,,
7,A,3,0.042,0.04,0.041,0.04,0.04,0.038,0.041,0.04,0.002,0,0.002,0,,,
7,A,4,0.04,0.039,0.041,0.04,0.04,0.038,0.041,0.04,0.0005,0,0.0005,0,,,
7,A,5,0.044,0.044,0.042,0.043,0.04,0.038,0.041,0.039,0.005,0.0025,0.005,0.0025,,,
7,A,6,0.05,0.051,0.045,0.046,0.04,0.038,0.04,0.038,0.0115,0.0065,0.0115,0.0065,,,
7,B,1,0.04,0.039,0.039,0.039,0.037,0.037,0.037,0.037,0.0025,0.002,0.0025,0.002,,,
7,B,2,0.06,0.045,0.052,0.044,0.038,0.039,0.038,0.038,0.014,0.01,0.014,0.01,,,
7,B,3,0.04,0.042,0.038,0.04,0.038,0.039,0.038,0.039,0.0025,0.0005,0.0025,0.0005,,,
7,B,4,0.067,0.057,0.059,0.054,0.039,0.039,0.037,0.04,0.023,0.018,0.023,0.018,,,
7,B,5,0.04,0.04,0.039,0.041,0.039,0.038,0.038,0.039,0.0015,0.0015,0.0015,0.0015,,,
7,B,6,0.054,0.058,0.051,0.06,0.038,0.038,0.038,0.038,0.018,0.0175,0.018,0.0175,,,
7,C,1,0.046,0.053,0.045,0.049,0.039,0.039,0.039,0.038,0.0105,0.0085,0.0105,0.0085,,,
7,C,2,0.04,0.04,0.041,0.041,0.038,0.038,0.039,0.04,0.002,0.0015,0.002,0.0015,,,
7,C,3,0.04,0.041,0.038,0.039,0.038,0.039,0.038,0.038,0.002,0.0005,0.002,0.0005,,,
7,C,4,0.039,0.041,0.042,0.041,0.038,0.038,0.04,0.039,0.002,0.002,0.002,0.002,,,
7,C,5,0.053,0.047,0.05,0.042,0.038,0.039,0.04,0.038,0.0115,0.007,0.0115,0.007,,,
7,C,6,0.041,0.041,0.04,0.04,0.038,0.038,0.038,0.038,0.003,0.002,0.003,0.002,,,
7,D,1,0.041,0.043,0.039,0.042,0.037,0.039,0.036,0.038,0.004,0.0035,0.004,0.0035,,,
7,D,2,0.049,0.041,0.046,0.039,0.048,0.041,0.046,0.041,0.0005,-0.001,0.0005,0,,,
7,D,3,0.044,0.048,0.043,0.045,0.038,0.041,0.039,0.041,0.0065,0.004,0.0065,0.004,,,
7,D,4,0.045,0.046,0.043,0.043,0.038,0.042,0.039,0.042,0.0055,0.0025,0.0055,0.0025,,,
7,D,5,0.072,0.067,0.066,0.06,0.038,0.042,0.041,0.043,0.0295,0.021,0.0295,0.021,,,
7,D,6,0.09,0.103,0.081,0.099,0.038,0.042,0.039,0.041,0.0565,0.05,0.0565,0.05,,,
8,A,1,0.041,0.04,0.04,0.039,0.041,0.038,0.043,0.038,0.001,-0.001,0.001,0.0005,,,
8,A,2,0.039,0.04,0.039,0.039,0.041,0.039,0.041,0.039,-0.0005,-0.001,0.0005,0,,,
8,A,3,0.039,0.04,0.038,0.039,0.041,0.038,0.041,0.038,0,-0.001,0.001,0.0005,,,
8,A,4,0.046,0.049,0.044,0.046,0.04,0.038,0.041,0.039,0.0085,0.005,0.0085,0.005,,,
8,A,5,0.039,0.04,0.04,0.04,0.04,0.038,0.04,0.038,0.0005,0.001,0.001,0.001,,,
8,A,6,0.046,0.049,0.044,0.046,0.04,0.043,0.039,0.044,0.006,0.0035,0.006,0.0035,,,
8,B,1,0.047,0.047,0.043,0.043,0.038,0.038,0.038,0.038,0.009,0.005,0.009,0.005,,,
8,B,2,0.039,0.039,0.039,0.039,0.038,0.038,0.038,0.038,0.001,0.001,0.001,0.001,,,
8,B,3,0.041,0.041,0.04,0.041,0.039,0.039,0.038,0.04,0.002,0.0015,0.002,0.0015,,,
8,B,4,0.049,0.047,0.045,0.044,0.038,0.039,0.038,0.038,0.0095,0.0065,0.0095,0.0065,,,
8,B,5,0.04,0.04,0.04,0.04,0.038,0.039,0.037,0.038,0.0015,0.0025,0.0015,0.0025,,,
8,B,6,0.045,0.048,0.042,0.044,0.043,0.043,0.044,0.044,0.0035,-0.001,0.0035,0,,,
8,C,1,0.039,0.039,0.038,0.039,0.038,0.039,0.038,0.038,0.0005,0.0005,0.0005,0.0005,,,
8,C,2,0.04,0.039,0.04,0.04,0.039,0.039,0.04,0.039,0.0005,0.0005,0.0005,0.0005,,,
8,C,3,0.048,0.046,0.047,0.043,0.038,0.038,0.041,0.038,0.009,0.0055,0.009,0.0055,,,
8,C,4,0.045,0.044,0.044,0.042,0.038,0.038,0.039,0.038,0.0065,0.0045,0.0065,0.0045,,,
8,C,5,0.042,0.04,0.042,0.041,0.038,0.039,0.038,0.04,0.0025,0.0025,0.0025,0.0025,,,
8,C,6,0.049,0.046,0.046,0.043,0.047,0.047,0.048,0.049,0.0005,-0.004,0.001,0,,,
8,D,1,0.039,0.041,0.038,0.043,0.038,0.042,0.038,0.042,3.46944695195361E-018,0.0005,0.0005,0.0005,,,
8,D,2,0.041,0.042,0.041,0.041,0.039,0.042,0.04,0.042,0.001,6.93889390390723E-018,0.001,0.0005,,,
8,D,3,0.045,0.049,0.045,0.044,0.038,0.042,0.04,0.041,0.007,0.004,0.007,0.004,,,
8,D,4,0.076,0.07,0.063,0.059,0.039,0.042,0.038,0.041,0.0325,0.0215,0.0325,0.0215,,,
8,D,5,0.039,0.055,0.038,0.065,0.038,0.039,0.037,0.039,0.0085,0.0135,0.0085,0.0135,,,
8,D,6,0.095,0.08,0.118,0.063,0.05,0.041,0.053,0.04,0.042,0.044,0.042,0.044,,,
9,A,1,0.047,0.057,0.043,0.053,0.039,0.038,0.038,0.037,0.0135,0.0105,0.0135,0.0105,,,
9,A,2,0.051,0.05,0.049,0.053,0.041,0.038,0.042,0.038,0.011,0.011,0.011,0.011,,,
9,A,3,0.042,0.038,0.042,0.04,0.04,0.038,0.041,0.04,0.001,0.0005,0.001,0.0005,,,
9,A,4,0.045,0.055,0.044,0.055,0.04,0.038,0.041,0.04,0.011,0.009,0.011,0.009,,,
9,A,5,0.04,0.039,0.04,0.04,0.04,0.038,0.041,0.039,0.0005,-3.46944695195361E-018,0.0005,0.0005,,,
9,A,6,0.039,0.039,0.039,0.039,0.04,0.038,0.04,0.038,0,0,0.0005,0.0005,,,
9,B,1,0.044,0.042,0.042,0.041,0.037,0.037,0.037,0.037,0.006,0.0045,0.006,0.0045,,,
9,B,2,0.043,0.046,0.041,0.046,0.038,0.039,0.038,0.038,0.006,0.0055,0.006,0.0055,,,
9,B,3,0.043,0.046,0.042,0.043,0.038,0.039,0.038,0.039,0.006,0.004,0.006,0.004,,,
9,B,4,0.04,0.04,0.038,0.04,0.039,0.039,0.037,0.04,0.001,0.0005,0.001,0.0005,,,
9,B,5,0.042,0.049,0.041,0.049,0.039,0.038,0.038,0.039,0.007,0.0065,0.007,0.0065,,,
9,B,6,0.043,0.044,0.042,0.043,0.038,0.038,0.038,0.038,0.0055,0.0045,0.0055,0.0045,,,
9,C,1,0.055,0.067,0.05,0.056,0.039,0.039,0.039,0.038,0.022,0.0145,0.022,0.0145,,,
9,C,2,0.049,0.047,0.045,0.047,0.038,0.038,0.039,0.04,0.01,0.0065,0.01,0.0065,,,
9,C,3,0.046,0.051,0.043,0.05,0.038,0.039,0.038,0.038,0.01,0.0085,0.01,0.0085,,,
9,C,4,0.047,0.047,0.047,0.046,0.038,0.038,0.04,0.039,0.009,0.007,0.009,0.007,,,
9,C,5,0.049,0.068,0.049,0.058,0.038,0.039,0.04,0.038,0.02,0.0145,0.02,0.0145,,,
9,C,6,0.046,0.047,0.043,0.044,0.038,0.038,0.038,0.038,0.0085,0.0055,0.0085,0.0055,,,
9,D,1,0.047,0.047,0.043,0.043,0.037,0.039,0.036,0.038,0.009,0.006,0.009,0.006,,,
9,D,2,0.059,0.065,0.053,0.064,0.048,0.041,0.046,0.041,0.0175,0.015,0.0175,0.015,,,
9,D,3,0.048,0.047,0.045,0.044,0.038,0.041,0.039,0.041,0.008,0.0045,0.008,0.0045,,,
9,D,4,0.046,0.046,0.044,0.044,0.038,0.042,0.039,0.042,0.006,0.0035,0.006,0.0035,,,
9,D,5,0.105,0.053,0.102,0.046,0.038,0.042,0.041,0.043,0.039,0.032,0.039,0.032,,,
9,D,6,0.04,0.042,0.04,0.04,0.038,0.042,0.039,0.041,0.001,-3.46944695195361E-018,0.001,0.0005,,,
10,A,1,0.041,0.039,0.041,0.039,0.041,0.038,0.043,0.038,0.0005,-0.0005,0.0005,0.0005,,,
10,A,2,0.04,0.04,0.039,0.039,0.041,0.039,0.041,0.039,-3.46944695195361E-018,-0.001,0.0005,0,,,
10,A,3,0.057,0.043,0.052,0.041,0.041,0.038,0.041,0.038,0.0105,0.007,0.0105,0.007,,,
10,A,4,0.068,0.045,0.061,0.043,0.04,0.038,0.041,0.039,0.0175,0.012,0.0175,0.012,,,
10,A,5,0.046,0.042,0.043,0.042,0.04,0.038,0.04,0.038,0.005,0.0035,0.005,0.0035,,,
10,A,6,0.04,0.04,0.04,0.039,0.04,0.043,0.039,0.044,-0.0015,-0.002,0,0.0005,,,
10,B,1,0.047,0.046,0.044,0.043,0.038,0.038,0.038,0.038,0.0085,0.0055,0.0085,0.0055,,,
10,B,2,0.039,0.039,0.038,0.039,0.038,0.038,0.038,0.038,0.001,0.0005,0.001,0.0005,,,
10,B,3,0.049,0.048,0.047,0.048,0.039,0.039,0.038,0.04,0.0095,0.0085,0.0095,0.0085,,,
10,B,4,0.062,0.068,0.056,0.06,0.038,0.039,0.038,0.038,0.0265,0.02,0.0265,0.02,,,
10,B,5,0.041,0.043,0.04,0.043,0.038,0.039,0.037,0.038,0.0035,0.004,0.0035,0.004,,,
10,B,6,0.04,0.04,0.039,0.04,0.043,0.043,0.044,0.044,-0.003,-0.0045,0,0,,,
10,C,1,0.042,0.042,0.04,0.041,0.038,0.039,0.038,0.038,0.0035,0.0025,0.0035,0.0025,,,
10,C,2,0.039,0.04,0.04,0.04,0.039,0.039,0.04,0.039,0.0005,0.0005,0.0005,0.0005,,,
10,C,3,0.044,0.057,0.046,0.067,0.038,0.038,0.041,0.038,0.0125,0.017,0.0125,0.017,,,
10,C,4,0.048,0.046,0.046,0.053,0.038,0.038,0.039,0.038,0.009,0.011,0.009,0.011,,,
10,C,5,0.04,0.043,0.04,0.045,0.038,0.039,0.038,0.04,0.003,0.0035,0.003,0.0035,,,
