"pixstart","pix20","pix23","pixend","alivestart","alive20","alive23","aliveend","deadstart","dead20","dead23","deadend","dpixse","dpixs20","dpix2023","dpixs23","dpix23e","dpixse.1","bzt","nacl","inoc","plnt.micr","plate","lbzt","lnacl","lOD600","lOD750","flOD600","Lcellfb6","cellfb6","red","green","blue","aggrE","daggrE","x","y"
1134,2278.55752212389,4711.48672566372,5820,1,1,1,1,0,0,0,0,4686,1144.55752212389,2432.92920353982,3577.48672566372,1108.51327433628,4686,10,0.8,"y","KSR",19,2.30358459332713,-0.127833371509885,-4.19970507787993,-4.38202663467388,-4.19970507787993,6.60564268909356,653.759981593317,0.465541884923052,0.506886750314695,0.0275713647622528,12.6891655892504,6.26245222406687,339.926666666667,-192.05
1219,1612.2389380531,1887.11504424779,1729,1,1,1,1,0,0,0,0,510,393.238938053097,274.87610619469,668.115044247788,-158.115044247788,510,0,0,"y","BruceH",19,-4.60517018598809,-2.52572864430826,-3.66907682681776,-3.77226106305299,-3.66907682681776,7.7670037196521,2275.89045948464,0.476339090169576,0.488212564920844,0.0354483449095801,9.62796732393739,2.98056848000675,361.093333333333,-192.05
2458,5737.74336283186,7637.46017699115,8276,1,1,1,1,0,0,0,0,5818,3279.74336283186,1899.71681415929,5179.46017699115,638.539823008849,5818,0.1,0.8,"y","MoccTr",19,-2.20727491318972,-0.127833371509885,-3.93734081341244,-4.13516655674236,-3.93734081341244,7.21956387535423,1280.39838509633,0.473795684166589,0.476139700454404,0.050064615379007,11.7763070832865,1.92709065296629,382.26,-192.05
1461,2066.69026548673,3872.6814159292,5479,1,1,1,1,0,0,0,0,4018,605.690265486726,1805.99115044248,2411.6814159292,1606.3185840708,4018,0,0.8,"y","BruceH",19,-4.60517018598809,-0.127833371509885,-3.91202300542815,-4.1043948980756,-3.91202300542815,7.27343606473119,1356.0001774582,0.457662464705752,0.508446163765313,0.0338913715289357,12.3870716863057,4.49561833014244,276.426666666667,-213.3
1154,0,85.0619469026549,139,1,0,1,1,0,1,0,0,-1015,-1154,85.0619469026549,-1068.93805309735,53.9380530973451,-1015,0.1,0,"y","KSR",19,-2.20727491318972,-2.52572864430826,-4.26869794936688,-4.3428059215206,-4.26869794936688,6.41588614977923,525.987539791596,0.474024681528662,0.422278618188252,0.103696700283086,3.19863770250368,-4.80041960096835,297.593333333333,-213.3
2235,1855.61061946903,2448.6814159292,3641,1,1,1,1,0,0,0,0,1406,-379.389380530974,593.070796460177,213.681415929203,1192.3185840708,1406,10,0,"n","BruceH",19,2.30358459332713,-2.52572864430826,-4.46540824361293,-4.55638002181866,-4.46540824361293,5.70852953218733,215.932656805817,0.470174086658027,0.485781755344612,0.0440441579973613,9.09075020535957,0.20276270819299,318.76,-213.3
739,0,0,0,1,0,0,0,0,1,1,1,-739,-739,0,-739,0,-739,0.1,0,"n","KSR",19,-2.20727491318972,-2.52572864430826,-4.50986000618377,-4.46540824361293,-4.50986000618377,5.47331402197794,152.75360049071,NA,NA,NA,NA,NA,339.926666666667,-213.3
1319,1907.59292035398,3439.49557522124,6450,1,1,1,1,0,0,0,0,5131,588.592920353982,1531.90265486726,2120.49557522124,3010.50442477876,5131,10,0.8,"y","BruceH",19,2.30358459332713,-0.127833371509885,-3.55785119170753,-3.77226106305299,-3.55785119170753,7.9845674259096,2849.81244594881,0.46805797609783,0.502036909159332,0.0299051147428379,9.74202513291445,2.61757135004015,361.093333333333,-213.3
2733,2006.04424778761,4523.24778761062,5191,1,1,1,1,0,0,0,0,2458,-726.955752212389,2517.20353982301,1790.24778761062,667.75221238938,2458,0.1,0.8,"y","MoccTr",19,-2.20727491318972,-0.127833371509885,-4.01738352108597,-4.1043948980756,-4.01738352108597,7.0445491275868,1061.09690667307,0.464845587082615,0.504868405009493,0.0302860079078922,11.6842309025511,0.00509309898115085,382.26,-213.3
1003,1279.0796460177,2229.72566371681,2267,1,1,1,1,0,0,0,0,1264,276.079646017699,950.646017699115,1226.72566371681,37.2743362831857,1264,0,0,"n","BruceH",19,-4.60517018598809,-2.52572864430826,-4.50986000618377,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,0.478015456288134,0.442277460202501,0.0797070835093649,8.15030792848437,1.29963618016289,276.426666666667,-234.55
2513,285.902654867257,282.752212389381,220,1,1,1,1,0,0,0,0,-2293,-2227.09734513274,-3.15044247787611,-2230.24778761062,-62.7522123893805,-2293,0,0,"n","MoccTr",19,-4.60517018598809,-2.52572864430826,-4.38202663467388,-4.30506559353775,-4.38202663467388,6.0519778007706,339.457825178343,0.435700913712558,0.411733134102776,0.152565952184666,3.35893247018947,-5.24458014578505,297.593333333333,-234.55
3621,2814.9203539823,4164.88495575221,4487,1,1,1,1,0,0,0,0,866,-806.079646017699,1349.96460176991,543.884955752213,322.115044247787,866,10,0.8,"n","MoccTr",19,2.30358459332713,-0.127833371509885,-4.42284862919414,-4.50986000618377,-4.42284862919414,5.89541705204396,277.873501822894,0.468110178229489,0.488055544396685,0.0438342773738266,14.412776523267,3.87705808095884,318.76,-234.55
2509,2584.15044247788,2510.11504424779,2360,1,1,1,1,0,0,0,0,-149,75.1504424778759,-74.0353982300885,1.11504424778741,-150.115044247787,-149,0,0.8,"n","BruceH",19,-4.60517018598809,-0.127833371509885,-3.68887945411394,-3.88733039283777,-3.68887945411394,7.72789469341571,2185.32155405557,0.482060567140572,0.477345296919317,0.0405941359401107,7.88232622142657,-0.507266537241397,339.926666666667,-234.55
2844,702.548672566372,411.132743362832,508,1,1,1,1,0,0,0,0,-2336,-2141.45132743363,-291.41592920354,-2432.86725663717,96.8672566371682,-2336,10,0,"n","MoccTr",19,2.30358459332713,-2.52572864430826,-3.88733039283777,-4.01738352108597,-3.88733039283777,7.32540031334659,1432.88675944905,0.481420127678516,0.453951779667224,0.0646280926542594,5.33871408453665,-4.86298835146058,361.093333333333,-234.55
348,2454.19469026549,4088.48672566372,5671,1,1,1,1,0,0,0,0,5323,2106.19469026549,1634.29203539823,3740.48672566372,1582.51327433628,5323,1,0,"y","KSR",19,0.00995033085316809,-2.52572864430826,-3.88733039283777,-4.1043948980756,-3.88733039283777,7.32540031334659,1432.88675944905,0.473152311337737,0.49524838193799,0.0315993067242722,12.4305426169679,8.87890610859398,382.26,-234.55
1827,292.203539823009,644.265486725664,0,1,1,1,0,0,0,0,1,-1827,-1534.79646017699,352.061946902655,-1182.73451327434,-644.265486725664,-1827,0,0,"n","MoccTr",19,-4.60517018598809,-2.52572864430826,-4.07454193492592,-4.13516655674236,-4.07454193492592,6.91413624388924,920.906520643025,NA,NA,NA,NA,NA,276.426666666667,-255.8
2331,2525.0796460177,2892.89380530973,2723,1,1,1,1,0,0,0,0,392,194.079646017699,367.814159292035,561.893805309734,-169.893805309734,392,1,0.8,"n","BruceH",19,0.00995033085316809,-0.127833371509885,-4.65646348037564,-4.76768911548587,-4.60517018598809,4.47532434440989,2.3282347242822,0.469953750068872,0.481005765846354,0.0490404840847732,7.74891577785113,0.3227237163262,297.593333333333,-255.8
1245,0,0,0,1,0,0,0,0,1,1,1,-1245,-1245,0,-1245,0,-1245,0.1,10,"n","MoccTr",19,-2.20727491318972,2.31055326264322,-4.60517018598809,-4.60517018598809,-4.55638002181866,5.14589816357272,86.2308071608066,NA,NA,NA,NA,NA,318.76,-255.8
832,882.911504424779,504.858407079646,531,1,1,1,1,0,0,0,0,-301,50.9115044247787,-378.053097345133,-327.141592920354,26.141592920354,-301,10,0.8,"n","KSR",19,2.30358459332713,-0.127833371509885,-3.77226106305299,-4.13516655674236,-3.77226106305299,7.56147483486539,1837.18421147223,0.472124352331606,0.445324451023933,0.0825511966444609,3.74143908007102,-2.0827298208271,339.926666666667,-255.8
1198,0,0,0,1,0,0,0,0,1,1,1,-1198,-1198,0,-1198,0,-1198,10,10,"y","BruceH",19,2.30358459332713,2.31055326264322,-4.38202663467388,-4.55638002181866,-4.38202663467388,6.0519778007706,339.457825178343,NA,NA,NA,NA,NA,361.093333333333,-255.8
1235,103.964601769912,116.566371681416,287,1,1,1,1,0,0,0,0,-948,-1131.03539823009,12.6017699115044,-1118.43362831858,170.433628318584,-948,0.1,0,"y","KSR",19,-2.20727491318972,-2.52572864430826,-3.88733039283777,-4.07454193492592,-3.88733039283777,7.32540031334659,1432.88675944905,0.429894379221064,0.404920750167815,0.165184870611121,3.0348211358902,-4.26259433817591,382.26,-255.8
3605,204.778761061947,0,0,1,1,0,0,0,0,1,1,-3605,-3400.22123893805,-204.778761061947,-3605,0,-3605,10,10,"y","BruceH",20,2.30358459332713,2.31055326264322,-4.13516655674236,-4.38202663467388,-4.13516655674236,6.76933672978833,785.239324389224,NA,NA,NA,NA,NA,276.426666666667,-277.45
2298,651.353982300885,422.159292035398,243,1,1,1,1,0,0,0,0,-2055,-1646.64601769911,-229.194690265487,-1875.8407079646,-179.159292035398,-2055,0,10,"n","BruceH",20,-4.60517018598809,2.31055326264322,-4.60517018598809,-4.60517018598809,-4.50986000618377,5.47331402197794,152.75360049071,0.459412730469147,0.409248308561078,0.131338960969774,3.30625739826115,-6.01115497224587,297.593333333333,-277.45
2172,2602.26548672566,3134.69026548673,4614,1,1,1,1,0,0,0,0,2442,430.265486725664,532.424778761062,962.690265486726,1479.30973451327,2442,10,0,"n","MoccTr",20,2.30358459332713,-2.52572864430826,-4.42284862919414,-4.55638002181866,-4.42284862919414,5.89541705204396,277.873501822894,0.469735206599119,0.495084560623752,0.0351802327771291,12.1689730747624,3.45028328670849,318.76,-277.45
1096,340.247787610619,0,0,1,1,0,0,0,0,1,1,-1096,-755.75221238938,-340.247787610619,-1096,0,-1096,10,10,"n","MoccTr",20,2.30358459332713,2.31055326264322,-4.38202663467388,-4.55638002181866,-4.38202663467388,6.0519778007706,339.457825178343,NA,NA,NA,NA,NA,339.926666666667,-277.45
1596,163.035398230089,0,0,1,1,0,0,0,0,1,1,-1596,-1432.96460176991,-163.035398230089,-1596,0,-1596,10,10,"y","MoccTr",20,2.30358459332713,2.31055326264322,-3.9633162998157,-4.1043948980756,-3.9633162998157,7.16360348340068,1206.06181447293,NA,NA,NA,NA,NA,361.093333333333,-277.45
0,0,0,107,0,0,0,1,1,1,1,0,107,0,0,0,107,107,0,0,"y","MoccTr",20,-4.60517018598809,-2.52572864430826,-4.1043948980756,-4.1043948980756,-4.1043948980756,6.84377217118598,852.525998644416,0.404707356001374,0.379893730933188,0.215398913065438,2.48185002203512,NA,382.26,-277.45
1466,669.469026548673,407.982300884956,210,1,1,1,1,0,0,0,0,-1256,-796.530973451327,-261.486725663717,-1058.01769911504,-197.982300884956,-1256,1,0,"n","KSR",20,0.00995033085316809,-2.52572864430826,-4.46540824361293,-4.46540824361293,-4.46540824361293,5.70852953218733,215.932656805817,0.484748289540239,0.437845752469185,0.0774059579905758,2.93304282242521,-5.87657684958772,276.426666666667,-298.7
2430,2063.53982300885,2355.74336283186,1796,1,1,1,1,0,0,0,0,-634,-366.460176991151,292.203539823009,-74.2566371681414,-559.743362831859,-634,1,0.8,"n","BruceH",20,0.00995033085316809,-0.127833371509885,-4.26869794936688,-4.3428059215206,-4.26869794936688,6.41588614977923,525.987539791596,0.470788558925767,0.469076985513384,0.0601344555608491,9.4153665492367,0.757697208074653,297.593333333333,-298.7
672,0,0,0,1,0,0,0,0,1,1,1,-672,-672,0,-672,0,-672,10,0,"y","KSR",20,2.30358459332713,-2.52572864430826,-3.44201937618241,-3.79423996977176,-3.44201937618241,8.2087494655649,3587.45160112287,NA,NA,NA,NA,NA,318.76,-298.7
1968,2855.08849557522,978.212389380531,2083,1,1,1,1,0,0,0,0,115,887.088495575221,-1876.87610619469,-989.787610619469,1104.78761061947,115,0.1,0.8,"n","MoccTr",20,-2.20727491318972,-0.127833371509885,-3.98998454689786,-4.1043948980756,-3.98998454689786,7.10534631417912,1132.96913703775,0.452824917941197,0.458586493470214,0.0885885885885886,7.11120518370329,-2.40551193574892,339.926666666667,-298.7
1013,0,0,309,1,0,0,1,0,1,1,0,-704,-1013,0,-1013,309,-704,0.1,10,"y","MoccTr",20,-2.20727491318972,2.31055326264322,-4.23360662955561,-4.26869794936688,-4.23360662955561,6.51462946267469,589.448977312436,0.419821990002488,0.400381126868879,0.179796883128633,3.78027893320284,-3.45419515695313,361.093333333333,-298.7
1122,920.716814159292,866.371681415929,1026,1,1,1,1,0,0,0,0,-96,-201.283185840708,-54.3451327433628,-255.628318584071,159.628318584071,-96,0.1,0.8,"n","KSR",20,-2.20727491318972,-0.127833371509885,-5.11599580975408,-5.29831736654804,-4.60517018598809,4.47532434440989,2.3282347242822,0.456758056758057,0.482361025218168,0.0608809180237752,7.44654599294538,0.577354500457407,382.26,-298.7
1062,252.035398230089,147.283185840708,0,1,1,1,0,0,0,0,1,-1062,-809.964601769911,-104.752212389381,-914.716814159292,-147.283185840708,-1062,1,10,"n","MoccTr",20,0.00995033085316809,2.31055326264322,-4.55638002181866,-4.50986000618377,-4.55638002181866,5.14589816357272,86.2308071608066,NA,NA,NA,NA,NA,276.426666666667,-319.95
1133,606.46017699115,1768.97345132743,4226,1,1,1,1,0,0,0,0,3093,-526.53982300885,1162.51327433628,635.973451327434,2457.02654867257,3093,10,0,"y","KSR",20,2.30358459332713,-2.52572864430826,-4.13516655674236,-4.30506559353775,-4.13516655674236,6.76933672978833,785.239324389224,0.460325345904637,0.508711476599688,0.0309631774956751,11.0251914929142,6.19349075984332,297.593333333333,-319.95
1557,2079.29203539823,3671.8407079646,4941,1,1,1,1,0,0,0,0,3384,522.29203539823,1592.54867256637,2114.8407079646,1269.1592920354,3384,0.1,0,"n","MoccTr",20,-2.20727491318972,-2.52572864430826,-4.16691525505694,-4.26869794936688,-4.16691525505694,6.69021675550403,719.001766323433,0.461243902263796,0.515996005488861,0.0227600922473436,12.3997741389046,5.39414984194169,318.76,-319.95
396,0,0,0,1,0,0,0,0,1,1,1,-396,-396,0,-396,0,-396,1,0.8,"n","KSR",20,0.00995033085316809,-0.127833371509885,-4.42284862919414,-4.46540824361293,-4.42284862919414,5.89541705204396,277.873501822894,NA,NA,NA,NA,NA,339.926666666667,-319.95
661,0,0,107,1,0,0,1,0,1,1,0,-554,-661,0,-661,107,-554,0,0,"y","KSR",20,-4.60517018598809,-2.52572864430826,-4.04555439805267,-4.16691525505694,-4.04555439805267,6.98092576227577,990.419100641602,0.429335303326122,0.41293775174573,0.157726944928148,2.46226067746686,-2.33023373974842,361.093333333333,-319.95
0,1162.51327433628,2913.37168141593,4857,0,1,1,1,1,0,0,0,4857,1162.51327433628,1750.85840707965,2913.37168141593,1943.62831858407,4857,10,0,"n","KSR",20,2.30358459332713,-2.52572864430826,-4.50986000618377,-5.03595310208055,-4.46540824361293,5.70852953218733,215.932656805817,0.452135410377169,0.508714728494948,0.0391498611278831,11.0637309169434,NA,382.26,-319.95
739,0,0,0,1,0,0,0,0,1,1,1,-739,-739,0,-739,0,-739,0,0,"n","MoccTr",20,-4.60517018598809,-2.52572864430826,-4.65646348037564,-4.55638002181866,-4.55638002181866,5.14589816357272,86.2308071608066,NA,NA,NA,NA,NA,276.426666666667,-341.2
823,0,0,0,1,0,0,0,0,1,1,1,-823,-823,0,-823,0,-823,0.1,0,"n","KSR",20,-2.20727491318972,-2.52572864430826,-4.55638002181866,-4.65646348037564,-4.55638002181866,5.14589816357272,86.2308071608066,NA,NA,NA,NA,NA,297.593333333333,-341.2
775,3411.14159292035,5809.41592920354,5301,1,1,1,1,0,0,0,0,4526,2636.14159292035,2398.27433628319,5034.41592920354,-508.41592920354,4526,0.1,0.8,"y","KSR",20,-2.20727491318972,-0.127833371509885,-3.86323284125871,-4.1043948980756,-3.86323284125871,7.37561352438606,1511.07621936698,0.443955498955562,0.508580362884414,0.0474641381600239,11.8077350576799,5.47437993215692,318.76,-341.2
1945,1598.84955752212,2002.10619469027,3390,1,1,1,1,0,0,0,0,1445,-346.150442477876,403.256637168142,57.1061946902655,1387.89380530973,1445,0,0.8,"n","MoccTr",20,-4.60517018598809,-0.127833371509885,-4.1043948980756,-4.26869794936688,-4.1043948980756,6.84377217118598,852.525998644416,0.443531983423847,0.50671557990561,0.049752436670543,10.3708734478106,0.830246071851063,339.926666666667,-341.2
3117,3047.26548672566,4156.22123893805,4081,1,1,1,1,0,0,0,0,964,-69.7345132743362,1108.95575221239,1039.22123893805,-75.2212389380529,964,10,0.8,"n","BruceH",20,2.30358459332713,-0.127833371509885,-4.46540824361293,-4.50986000618377,-4.46540824361293,5.70852953218733,215.932656805817,0.463634606089899,0.471390365716127,0.0649750281939745,11.0899752710671,1.10570282246997,361.093333333333,-341.2
2334,237.858407079646,0,0,1,1,0,0,0,0,1,1,-2334,-2096.14159292035,-237.858407079646,-2334,0,-2334,10,10,"y","BruceH",20,2.30358459332713,2.31055326264322,-5.03595310208055,-5.65499231048677,-4.60517018598809,4.47532434440989,2.3282347242822,NA,NA,NA,NA,NA,382.26,-341.2
893,1475.98230088496,1734.3185840708,1584,1,1,1,1,0,0,0,0,691,582.982300884956,258.336283185841,841.318584070797,-150.318584070797,691,10,0.8,"y","MoccTr",21,2.30358459332713,-0.127833371509885,-3.27016911925575,-3.35240721749272,-3.27016911925575,8.54002607624922,5029.98290639017,0.472389015560986,0.447619826252313,0.0799911581867015,7.42341092609863,1.57350394813568,276.426666666667,-362.85
1908,606.46017699115,0,624,1,1,0,1,0,0,1,0,-1284,-1301.53982300885,-606.46017699115,-1908,624,-1284,10,10,"y","KSR",21,2.30358459332713,2.31055326264322,-3.81671282562382,-4.01738352108597,-3.81671282562382,7.47132032915796,1671.43002800017,0.500392829083637,0.434215016387718,0.0653921545286448,6.35276151692543,-2.48609610242,297.593333333333,-362.85
734,0,0,0,1,0,0,0,0,1,1,1,-734,-734,0,-734,0,-734,0.1,0.8,"n","BruceH",21,-2.20727491318972,-0.127833371509885,-4.50986000618377,-4.55638002181866,-4.50986000618377,5.47331402197794,152.75360049071,NA,NA,NA,NA,NA,318.76,-362.85
1434,330.796460176991,0,0,1,1,0,0,0,0,1,1,-1434,-1103.20353982301,-330.796460176991,-1434,0,-1434,0.1,0.8,"n","MoccTr",21,-2.20727491318972,-0.127833371509885,-3.79423996977176,-3.63061054598996,-3.79423996977176,7.51704237098461,1753.62496210405,NA,NA,NA,NA,NA,339.926666666667,-362.85
375,552.902654867257,782.884955752212,1786,1,1,1,1,0,0,0,0,1411,177.902654867257,229.982300884956,407.884955752212,1003.11504424779,1411,10,0,"y","BruceH",21,2.30358459332713,-2.52572864430826,-4.26869794936688,-4.38202663467388,-4.26869794936688,6.41588614977923,525.987539791596,0.474000091629633,0.497388555458835,0.0286113529115316,9.2589712484577,5.28937307764854,361.093333333333,-362.85
469,0,0,0,1,0,0,0,0,1,1,1,-469,-469,0,-469,0,-469,0.1,10,"y","KSR",21,-2.20727491318972,2.31055326264322,-3.93734081341244,-4.16691525505694,-3.93734081341244,7.21956387535423,1280.39838509633,NA,NA,NA,NA,NA,382.26,-362.85
868,0,0,0,1,0,0,0,0,1,1,1,-868,-868,0,-868,0,-868,1,10,"y","MoccTr",21,0.00995033085316809,2.31055326264322,-3.86323284125871,-4.01738352108597,-3.86323284125871,7.37561352438606,1511.07621936698,NA,NA,NA,NA,NA,276.426666666667,-384.1
1159,746.654867256637,634.814159292035,490,1,1,1,1,0,0,0,0,-669,-412.345132743363,-111.840707964602,-524.185840707965,-144.814159292035,-669,0.1,10,"n","KSR",21,-2.20727491318972,2.31055326264322,-4.50986000618377,-4.46540824361293,-4.50986000618377,5.47331402197794,152.75360049071,0.454739106893506,0.43850987432675,0.106751018779744,5.66959016962488,-1.44983683628443,297.593333333333,-384.1
1522,111.053097345133,0,246,1,1,0,1,0,0,1,0,-1276,-1410.94690265487,-111.053097345133,-1522,246,-1276,0.1,10,"y","BruceH",21,-2.20727491318972,2.31055326264322,-3.98998454689786,-4.16691525505694,-3.98998454689786,7.10534631417912,1132.96913703775,0.456787765341075,0.436318141880277,0.106894092778648,3.73627375039869,-3.38036525084041,318.76,-384.1
541,244.159292035398,203.991150442478,411,1,1,1,1,0,0,0,0,-130,-296.840707964602,-40.1681415929204,-337.008849557522,207.008849557522,-130,0,10,"n","MoccTr",21,-4.60517018598809,2.31055326264322,-4.16691525505694,-4.16691525505694,-4.16691525505694,6.69021675550403,719.001766323433,0.487086442634411,0.447472727568323,0.0654408297972654,3.35206465977767,-1.17744412713448,339.926666666667,-384.1
1943,391.442477876106,402.469026548673,574,1,1,1,1,0,0,0,0,-1369,-1551.55752212389,11.0265486725664,-1540.53097345133,171.530973451327,-1369,0.1,10,"y","KSR",21,-2.20727491318972,2.31055326264322,-3.91202300542815,-4.07454193492592,-3.91202300542815,7.27343606473119,1356.0001774582,0.483933241997758,0.45432529303497,0.0617414649672714,6.34773184703514,-3.62690802893639,361.093333333333,-384.1
753,259.12389380531,0,103,1,1,0,1,0,0,1,0,-650,-493.87610619469,-259.12389380531,-753,103,-650,0.1,0.8,"n","KSR",21,-2.20727491318972,-0.127833371509885,-3.88733039283777,-4.04555439805267,-3.88733039283777,7.32540031334659,1432.88675944905,0.459878837015517,0.410732382947098,0.129388780037385,2.74989320803076,-3.72095788505325,382.26,-384.1
1522,3129.96460176991,4231.83185840708,5894,1,1,1,1,0,0,0,0,4372,1607.96460176991,1101.86725663717,2709.83185840708,1662.16814159292,4372,0.1,0,"n","KSR",21,-2.20727491318972,-2.52572864430826,-3.88733039283777,-3.98998454689786,-3.88733039283777,7.32540031334659,1432.88675944905,0.461951431850259,0.498696319355591,0.0393522487941504,12.3919853667767,4.10321822558446,276.426666666667,-405.35
1122,263.061946902655,109.477876106195,196,1,1,1,1,0,0,0,0,-926,-858.938053097345,-153.58407079646,-1012.52212389381,86.5221238938053,-926,1,10,"y","MoccTr",21,0.00995033085316809,2.31055326264322,-4.19970507787993,-4.3428059215206,-4.19970507787993,6.60564268909356,653.759981593317,0.464167661259031,0.409609972446108,0.126222366294861,3.48853766196782,-2.73411345361709,297.593333333333,-405.35
939,99.2389380530973,0,524,1,1,0,1,0,0,1,0,-415,-839.761061946903,-99.2389380530973,-939,524,-415,0,0,"y","KSR",21,-4.60517018598809,-2.52572864430826,-3.50655789731998,-3.64965874096066,-3.50655789731998,8.08404065446062,3156.81300354238,0.430556660567003,0.404898294746334,0.164545044686663,3.98664019050662,-2.08505626346746,318.76,-405.35
2308,2341.56637168142,5704.66371681416,7953,1,1,1,1,0,0,0,0,5645,33.5663716814161,3363.09734513274,3396.66371681416,2248.33628318584,5645,0.1,0,"y","MoccTr",21,-2.20727491318972,-2.52572864430826,-4.26869794936688,-4.3428059215206,-4.26869794936688,6.41588614977923,525.987539791596,0.469957118082159,0.504792899552209,0.0252499823656322,12.5606275733651,1.973811553696,339.926666666667,-405.35
2517,3404.05309734513,3638.7610619469,3739,1,1,1,1,0,0,0,0,1222,887.053097345133,234.70796460177,1121.7610619469,100.238938053097,1222,1,0,"n","BruceH",21,0.00995033085316809,-2.52572864430826,-4.50986000618377,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,0.477374724388076,0.450389853763009,0.0722354218489145,8.37482669103631,-0.954098536719926,361.093333333333,-405.35
1109,2016.28318584071,5276.20353982301,5151,1,1,1,1,0,0,0,0,4042,907.283185840708,3259.9203539823,4167.20353982301,-125.203539823009,4042,0,0.8,"y","MoccTr",21,-4.60517018598809,-0.127833371509885,-4.01738352108597,-4.16691525505694,-4.01738352108597,7.0445491275868,1061.09690667307,0.45755154687007,0.514666035669877,0.0277824174600523,12.1604298526631,4.71012653328088,382.26,-405.35
2612,1561.04424778761,1215.28318584071,1181,1,1,1,1,0,0,0,0,-1431,-1050.95575221239,-345.761061946903,-1396.71681415929,-34.283185840708,-1431,0.1,0.8,"y","BruceH",21,-2.20727491318972,-0.127833371509885,-3.49002859536877,-3.72970144863419,-3.49002859536877,8.11601947669982,3262.17386936242,0.459751368199775,0.452303287303831,0.0879453444963938,5.29848268683769,-1.05671753116612,276.426666666667,-426.6
1597,0,0,467,1,0,0,1,0,1,1,0,-1130,-1597,0,-1597,467,-1130,0,0.8,"y","KSR",21,-4.60517018598809,-0.127833371509885,-3.61191841297781,-3.91202300542815,-3.61191841297781,7.87919658135476,2556.25443025762,0.464089958750071,0.432677341305922,0.103232699944007,5.21805200174308,-3.42400347624863,297.593333333333,-426.6
956,1499.61061946903,2637.70796460177,3503,1,1,1,1,0,0,0,0,2547,543.610619469026,1138.09734513274,1681.70796460177,865.29203539823,2547,0,0,"n","KSR",21,-4.60517018598809,-2.52572864430826,-3.83970234384852,-4.1043948980756,-3.83970234384852,7.42421315329576,1590.58538982598,0.459141395232747,0.498248679229585,0.042609925537668,9.9726130352842,4.66049852476555,318.76,-426.6
1809,2347.86725663717,3051.99115044248,5862,1,1,1,1,0,0,0,0,4053,538.867256637168,704.12389380531,1242.99115044248,2810.00884955752,4053,0.1,0.8,"y","BruceH",21,-2.20727491318972,-0.127833371509885,-3.98998454689786,-4.19970507787993,-3.98998454689786,7.10534631417912,1132.96913703775,0.441258169934641,0.517391748366013,0.0413500816993464,12.950145694662,4.40358132849674,339.926666666667,-426.6
1690,3910.48672566372,6516.69026548673,6510,1,1,1,1,0,0,0,0,4820,2220.48672566372,2606.20353982301,4826.69026548673,-6.69026548672537,4820,10,0,"n","MoccTr",21,2.30358459332713,-2.52572864430826,-4.26869794936688,-4.60517018598809,-4.26869794936688,6.41588614977923,525.987539791596,0.479149267000997,0.463419327773138,0.0574314052258653,8.9907192575406,3.24892340046715,361.093333333333,-426.6
2632,1381.46902654867,3385.93805309735,4847,1,1,1,1,0,0,0,0,2215,-1250.53097345133,2004.46902654867,753.938053097345,1461.06194690265,2215,10,0,"y","MoccTr",21,2.30358459332713,-2.52572864430826,-4.16691525505694,-4.3428059215206,-4.16691525505694,6.69021675550403,719.001766323433,0.455366708771579,0.486636901411974,0.0579963898164476,11.6449480097638,1.33635608038861,382.26,-426.6
1333,3471,6544.25663716814,7469,1,1,1,1,0,0,0,0,6136,2138,3073.25663716814,5211.25663716814,924.743362831859,6136,0.1,0,"y","MoccTr",22,-2.20727491318972,-2.52572864430826,-4.38202663467388,-4.50986000618377,-4.38202663467388,6.0519778007706,339.457825178343,0.462300967842648,0.512176084920387,0.0255229472369653,14.0583414582729,7.32142487373298,276.426666666667,-448.25
667,155.159292035398,0,0,1,1,0,0,0,0,1,1,-667,-511.840707964602,-155.159292035398,-667,0,-667,1,10,"n","KSR",22,0.00995033085316809,2.31055326264322,-4.60517018598809,-4.65646348037564,-4.55638002181866,5.14589816357272,86.2308071608066,NA,NA,NA,NA,NA,297.593333333333,-448.25
2769,5473.10619469027,4411.40707964602,3116,1,1,1,1,0,0,0,0,347,2704.10619469027,-1061.69911504425,1642.40707964602,-1295.40707964602,347,0,0,"y","MoccTr",22,-4.60517018598809,-2.52572864430826,-4.13516655674236,-4.38202663467388,-4.13516655674236,6.76933672978833,785.239324389224,0.482394717961293,0.451525306741502,0.0660799752972055,9.03555065823813,0.609328034332485,318.76,-448.25
1171,0,0,0,1,0,0,0,0,1,1,1,-1171,-1171,0,-1171,0,-1171,10,10,"n","MoccTr",22,2.30358459332713,2.31055326264322,-4.50986000618377,-4.65646348037564,-4.50986000618377,5.47331402197794,152.75360049071,NA,NA,NA,NA,NA,339.926666666667,-448.25
974,2300.61061946903,1734.3185840708,4549,1,1,1,1,0,0,0,0,3575,1326.61061946903,-566.29203539823,760.318584070797,2814.6814159292,3575,0.1,0,"y","KSR",22,-2.20727491318972,-2.52572864430826,-4.04555439805267,-4.19970507787993,-4.04555439805267,6.98092576227577,990.419100641602,0.474599643310228,0.460062390066619,0.065337966623153,10.3530836212351,3.92319188635259,361.093333333333,-448.25
