"pixstart","pix20","pix23","pixend","alivestart","alive20","alive23","aliveend","deadstart","dead20","dead23","deadend","dpixse","dpixs20","dpix2023","dpixs23","dpix23e","dpixse.1","bzt","nacl","inoc","plnt.micr","plate","lbzt","lnacl","lOD600","lOD750","flOD600","Lcellfb6","cellfb6","red","green","blue","aggrE","daggrE","x","y"
1037,99.2389380530973,0,0,1,1,0,0,0,0,1,1,-1037,-937.761061946903,-99.2389380530973,-1037,0,-1037,0.1,10,"n","KSR",6,-2.20727491318972,2.31055326264322,-4.50986000618377,-4.46540824361293,-4.50986000618377,5.47331402197794,152.75360049071,NA,NA,NA,NA,NA,105.833333333333,-490.75
2060,2157.26548672566,2349.44247787611,5658,1,1,1,1,0,0,0,0,3598,97.2654867256638,192.176991150442,289.442477876106,3308.55752212389,3598,0.1,0.8,"y","BruceH",6,-2.20727491318972,-0.127833371509885,-4.19970507787993,-4.76768911548587,-4.19970507787993,6.60564268909356,653.759981593317,0.445780815243175,0.458271893044746,0.095947291712079,9.95427507789423,0.363690610916564,127,-490.75
743,0,0,0,1,0,0,0,0,1,1,1,-743,-743,0,-743,0,-743,1,10,"y","KSR",6,0.00995033085316809,2.31055326264322,-4.23360662955561,-4.3428059215206,-4.23360662955561,6.51462946267469,589.448977312436,NA,NA,NA,NA,NA,21.1666666666667,-512
730,2555.00884955752,1112.89380530973,1502,1,1,1,1,0,0,0,0,772,1825.00884955752,-1442.11504424779,382.893805309734,389.106194690266,772,1,0.8,"y","MoccTr",6,0.00995033085316809,-0.127833371509885,-3.54045944899566,-3.72970144863419,-3.54045944899566,8.01834077274014,2950.64066653839,0.486466651331427,0.451578981959186,0.0619543667093863,5.35407472890986,-0.515602358443796,42.3333333333333,-512
1831,0,154.371681415929,0,1,0,1,0,0,1,0,1,-1831,-1831,154.371681415929,-1676.62831858407,-154.371681415929,-1831,10,10,"n","BruceH",6,2.30358459332713,2.31055326264322,-4.50986000618377,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,NA,NA,NA,NA,NA,63.5,-512
1558,0,0,0,1,0,0,0,0,1,1,1,-1558,-1558,0,-1558,0,-1558,10,10,"y","BruceH",6,2.30358459332713,2.31055326264322,-4.26869794936688,-4.42284862919414,-4.26869794936688,6.41588614977923,525.987539791596,NA,NA,NA,NA,NA,84.6666666666667,-512
1551,1649.25663716814,1663.43362831858,2120,1,1,1,1,0,0,0,0,569,98.2566371681417,14.1769911504425,112.433628318584,456.566371681416,569,1,0.8,"n","BruceH",6,0.00995033085316809,-0.127833371509885,-4.3428059215206,-4.38202663467388,-4.3428059215206,6.18755465972796,401.15976788838,0.447608612864358,0.440179424269099,0.112211962866543,6.58902802512533,-2.07601848455371,105.833333333333,-512
645,0,0,0,1,0,0,0,0,1,1,1,-645,-645,0,-645,0,-645,1,10,"n","KSR",6,0.00995033085316809,2.31055326264322,-5.20300718674371,-5.40367788220586,-4.60517018598809,4.47532434440989,2.3282347242822,NA,NA,NA,NA,NA,127,-512
969,236.283185840708,0,220,1,1,0,1,0,0,1,0,-749,-732.716814159292,-236.283185840708,-969,220,-749,0,10,"y","KSR",7,-4.60517018598809,2.31055326264322,-3.79423996977176,-3.98998454689786,-3.79423996977176,7.51704237098461,1753.62496210405,0.471205697114395,0.37963610916725,0.149158193718355,3.76544689008318,-3.17675871096567,21.1666666666667,-533.65
756,0,0,151,1,0,0,1,0,1,1,0,-605,-756,0,-756,151,-605,1,0,"y","KSR",7,0.00995033085316809,-2.52572864430826,-3.77226106305299,-3.86323284125871,-3.77226106305299,7.56147483486539,1837.18421147223,0.42012925921381,0.390542806888371,0.18932793389782,2.34377425263093,-1.99586571797892,42.3333333333333,-533.65
2499,2087.16814159292,1687.06194690265,1619,1,1,1,1,0,0,0,0,-880,-411.83185840708,-400.106194690266,-811.938053097345,-68.0619469026549,-880,0.1,0,"n","KSR",7,-2.20727491318972,-2.52572864430826,-4.42284862919414,-4.60517018598809,-4.42284862919414,5.89541705204396,277.873501822894,0.434849267585448,0.421267518789475,0.143883213625077,6.55258663256138,-1.39396572755513,63.5,-533.65
248,0,0,0,1,0,0,0,0,1,1,1,-248,-248,0,-248,0,-248,1,10,"n","KSR",7,0.00995033085316809,2.31055326264322,-4.55638002181866,-4.60517018598809,-4.55638002181866,5.14589816357272,86.2308071608066,NA,NA,NA,NA,NA,84.6666666666667,-533.65
1238,2940.15044247788,4121.56637168142,5639,1,1,1,1,0,0,0,0,4401,1702.15044247788,1181.41592920354,2883.56637168142,1517.43362831858,4401,1,0,"n","MoccTr",7,0.00995033085316809,-2.52572864430826,-4.19970507787993,-4.38202663467388,-4.19970507787993,6.60564268909356,653.759981593317,0.457370164321344,0.482258848263073,0.0603709874155833,11.7451027358029,4.52560191938114,105.833333333333,-533.65
1434,4545.30088495575,5347.08849557522,7697,1,1,1,1,0,0,0,0,6263,3111.30088495575,801.787610619469,3913.08849557522,2349.91150442478,6263,1,0,"y","KSR",7,0.00995033085316809,-2.52572864430826,-3.83970234384852,-4.1043948980756,-3.83970234384852,7.42421315329576,1590.58538982598,0.458169222812357,0.44340922201667,0.0984215551709733,11.0956544302611,2.00134376505734,127,-533.65
2029,1471.25663716814,1935.94690265487,3168,1,1,1,1,0,0,0,0,1139,-557.743362831858,464.690265486726,-93.0530973451328,1232.05309734513,1139,10,0.8,"n","MoccTr",7,2.30358459332713,-0.127833371509885,-4.38202663467388,-4.42284862919414,-4.38202663467388,6.0519778007706,339.457825178343,0.466294838145232,0.495231846019248,0.0384733158355206,12.4622356495468,2.13921516122573,21.1666666666667,-554.9
2022,1543.71681415929,2013.13274336283,2863,1,1,1,1,0,0,0,0,841,-478.283185840708,469.41592920354,-8.86725663716811,849.867256637168,841,1,0.8,"y","BruceH",7,0.00995033085316809,-0.127833371509885,-3.72970144863419,-3.91202300542815,-3.72970144863419,7.64680422471558,2008.4482676799,0.436669988643475,0.418721013177175,0.144608998179351,9.06041330421849,-0.461602236162959,42.3333333333333,-554.9
2765,1757.94690265487,2258.86725663717,3096,1,1,1,1,0,0,0,0,331,-1007.05309734513,500.920353982301,-506.132743362832,837.132743362832,331,0,0.8,"n","BruceH",7,-4.60517018598809,-0.127833371509885,-4.38202663467388,-4.55638002181866,-4.38202663467388,6.0519778007706,339.457825178343,0.451525434144299,0.454997436325823,0.0934771295298778,9.01932337595371,-1.32246042279106,63.5,-554.9
485,0,162.247787610619,1309,1,0,1,1,0,1,0,0,824,-485,162.247787610619,-322.752212389381,1146.75221238938,824,1,0.8,"y","KSR",7,0.00995033085316809,-0.127833371509885,-3.41124771751566,-3.57555076880693,-3.41124771751566,8.26810023627382,3812.04270793411,0.458965304065784,0.504035297206202,0.0369993987280133,8.2529474812433,3.9904103488322,84.6666666666667,-554.9
1920,1928.07079646018,2784.99115044248,3866,1,1,1,1,0,0,0,0,1946,8.07079646017701,856.920353982301,864.991150442478,1081.00884955752,1946,0,0.8,"n","MoccTr",7,-4.60517018598809,-0.127833371509885,-4.46540824361293,-4.46540824361293,-4.46540824361293,5.70852953218733,215.932656805817,0.458432116326853,0.510391970918287,0.0311759127548601,13.2881458465092,3.36679323543656,105.833333333333,-554.9
2626,1494.88495575221,2299.03539823009,3247,1,1,1,1,0,0,0,0,621,-1131.11504424779,804.150442477876,-326.964601769911,947.964601769911,621,1,0,"n","BruceH",7,0.00995033085316809,-2.52572864430826,-3.57555076880693,-3.59356927430961,-3.57555076880693,7.9501403121188,2750.47799792602,0.42264812428066,0.407762767779952,0.169589107939387,8.1349087046279,-2.15425358672857,127,-554.9
4336,2708.59292035398,5868.48672566372,5971,1,1,1,1,0,0,0,0,1635,-1627.40707964602,3159.89380530973,1532.48672566372,102.513274336283,1635,10,0.8,"y","MoccTr",7,2.30358459332713,-0.127833371509885,-3.88733039283777,-3.98998454689786,-3.88733039283777,7.32540031334659,1432.88675944905,0.470547309304007,0.467034383333219,0.0624183073627735,11.3409522145341,-2.83139079800396,21.1666666666667,-576.15
927,238.646017699115,214.230088495575,196,1,1,1,1,0,0,0,0,-731,-688.353982300885,-24.4159292035398,-712.769911504425,-18.2300884955752,-731,1,10,"n","KSR",7,0.00995033085316809,2.31055326264322,-4.42284862919414,-4.46540824361293,-4.42284862919414,5.89541705204396,277.873501822894,0.465057728119181,0.434763500931099,0.100178770949721,3.48853766196782,-2.75771424997822,42.3333333333333,-576.15
1427,1860.33628318584,2435.29203539823,2957,1,1,1,1,0,0,0,0,1530,433.336283185841,574.955752212389,1008.29203539823,521.70796460177,1530,1,0.8,"n","KSR",7,0.00995033085316809,-0.127833371509885,-4.42284862919414,-4.55638002181866,-4.42284862919414,5.89541705204396,277.873501822894,0.457959072872005,0.507030108505593,0.0350108186224021,11.5240867833495,3.02619487986936,63.5,-576.15
748,0,0,0,1,0,0,0,0,1,1,1,-748,-748,0,-748,0,-748,0,10,"n","KSR",7,-4.60517018598809,2.31055326264322,-4.42284862919414,-4.42284862919414,-4.42284862919414,5.89541705204396,277.873501822894,NA,NA,NA,NA,NA,84.6666666666667,-576.15
1841,1860.33628318584,1247.57522123894,1875,1,1,1,1,0,0,0,0,34,19.3362831858408,-612.761061946903,-593.424778761062,627.424778761062,34,0,0,"n","BruceH",7,-4.60517018598809,-2.52572864430826,-3.83970234384852,-4.07454193492592,-3.83970234384852,7.42421315329576,1590.58538982598,0.442452247371614,0.432053314100898,0.125494438527489,6.76602193995381,-2.4564084534898,105.833333333333,-576.15
614,0,0,0,1,0,0,0,0,1,1,1,-614,-614,0,-614,0,-614,0.1,10,"y","KSR",7,-2.20727491318972,2.31055326264322,-4.3428059215206,-4.42284862919414,-4.3428059215206,6.18755465972796,401.15976788838,NA,NA,NA,NA,NA,127,-576.15
1972,0,0,739,1,0,0,1,0,1,1,0,-1233,-1972,0,-1972,739,-1233,0,10,"n","KSR",7,-4.60517018598809,2.31055326264322,-4.26869794936688,-4.30506559353775,-4.26869794936688,6.41588614977923,525.987539791596,0.414129721804221,0.358657766459595,0.227212511736183,4.66513897568951,-4.3721098877802,21.1666666666667,-597.4
801,1143.61061946903,1920.98230088496,2114,1,1,1,1,0,0,0,0,1313,342.610619469026,777.371681415929,1119.98230088496,193.017699115044,1313,1,0.8,"n","KSR",7,0.00995033085316809,-0.127833371509885,-4.55638002181866,-4.71053070164592,-4.55638002181866,5.14589816357272,86.2308071608066,0.451423675767351,0.504550342259173,0.044025981973476,10.3964827036757,4.01090883908808,42.3333333333333,-597.4
1140,0,0,0,1,0,0,0,0,1,1,1,-1140,-1140,0,-1140,0,-1140,1,10,"y","BruceH",7,0.00995033085316809,2.31055326264322,-4.1043948980756,-4.26869794936688,-4.1043948980756,6.84377217118598,852.525998644416,NA,NA,NA,NA,NA,63.5,-597.4
1385,0,0,0,1,0,0,0,0,1,1,1,-1385,-1385,0,-1385,0,-1385,0,10,"y","BruceH",7,-4.60517018598809,2.31055326264322,-4.16691525505694,-4.38202663467388,-4.16691525505694,6.69021675550403,719.001766323433,NA,NA,NA,NA,NA,84.6666666666667,-597.4
4555,4742.20353982301,3949.86725663717,5211,1,1,1,1,0,0,0,0,656,187.203539823009,-792.336283185841,-605.132743362832,1261.13274336283,656,0.1,0,"y","BruceH",7,-2.20727491318972,-2.52572864430826,-3.23145460707506,-3.47376807449699,-3.23145460707506,8.61474750846122,5426.86176861551,0.444246590995658,0.423695754297758,0.132057654706584,8.48839463297589,-1.04827601166536,105.833333333333,-597.4
2617,1316.88495575221,2387.24778761062,2268,1,1,1,1,0,0,0,0,-349,-1300.11504424779,1070.36283185841,-229.75221238938,-119.24778761062,-349,0.1,0,"y","BruceH",7,-2.20727491318972,-2.52572864430826,-2.71055333132033,-2.81341071676004,-2.71055333132033,9.63576468300529,15216.9009486237,0.468818798580222,0.450412604274311,0.0807685971454674,8.64823641563394,1.06499315202858,127,-597.4
1526,3916,3890.00884955752,3598,1,1,1,1,0,0,0,0,2072,2390,-25.9911504424779,2364.00884955752,-292.008849557522,2072,0.1,0,"n","KSR",8,-2.20727491318972,-2.52572864430826,-4.50986000618377,-4.71053070164592,-4.50986000618377,5.47331402197794,152.75360049071,0.451233309243582,0.435149098355014,0.113617592401404,8.65344839196898,-1.19203049444671,21.1666666666667,-619.05
1416,290.628318584071,88.212389380531,0,1,1,1,0,0,0,0,1,-1416,-1125.37168141593,-202.41592920354,-1327.78761061947,-88.212389380531,-1416,0,0.8,"n","MoccTr",8,-4.60517018598809,-0.127833371509885,-4.65646348037564,-4.71053070164592,-4.55638002181866,5.14589816357272,86.2308071608066,NA,NA,NA,NA,NA,42.3333333333333,-619.05
2695,3004.73451327434,3467.06194690265,4245,1,1,1,1,0,0,0,0,1550,309.734513274336,462.327433628319,772.061946902655,777.938053097345,1550,10,0,"n","MoccTr",8,2.30358459332713,-2.52572864430826,-4.60517018598809,-4.71053070164592,-4.50986000618377,5.47331402197794,152.75360049071,0.473133501108515,0.500082389597939,0.0267841092935466,13.9347087498154,2.13998508334125,63.5,-619.05
1765,1222.37168141593,1566.55752212389,4000,1,1,1,1,0,0,0,0,2235,-542.628318584071,344.185840707965,-198.442477876106,2433.44247787611,2235,10,0,"n","BruceH",8,2.30358459332713,-2.52572864430826,-3.98998454689786,-4.19970507787993,-3.98998454689786,7.10534631417912,1132.96913703775,0.470213355500138,0.497398479110865,0.0323881653889966,11.0784604263545,1.93513557153397,84.6666666666667,-619.05
3039,1216.07079646018,930.16814159292,671,1,1,1,1,0,0,0,0,-2368,-1822.92920353982,-285.902654867257,-2108.83185840708,-259.16814159292,-2368,10,10,"n","BruceH",8,2.30358459332713,2.31055326264322,-4.55638002181866,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,0.478691247301113,0.444701876764657,0.0766068759342302,6.54193762247853,-6.46625509909735,105.833333333333,-619.05
2497,3530.85840707965,5579.43362831858,6172,1,1,1,1,0,0,0,0,3675,1033.85840707965,2048.57522123894,3082.43362831858,592.566371681416,3675,0,0,"y","BruceH",8,-4.60517018598809,-2.52572864430826,-4.13516655674236,-4.30506559353775,-4.13516655674236,6.76933672978833,785.239324389224,0.46650534832353,0.486002531457077,0.0474921202193929,9.71709891383238,-1.63987013535689,127,-619.05
424,1157.78761061947,3189.03539823009,4530,1,1,1,1,0,0,0,0,4106,733.787610619469,2031.24778761062,2765.03539823009,1340.96460176991,4106,0,0,"y","KSR",8,-4.60517018598809,-2.52572864430826,-3.9633162998157,-4.19970507787993,-3.9633162998157,7.16360348340068,1206.06181447293,0.471462244980899,0.491115987970414,0.0374217670486873,10.9449635047078,5.61142890591789,21.1666666666667,-640.3
3104,1932.79646017699,2937,3924,1,1,1,1,0,0,0,0,820,-1171.20353982301,1004.20353982301,-167,987,820,10,0.8,"n","BruceH",8,2.30358459332713,-0.127833371509885,-4.50986000618377,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,0.468942552243111,0.49111146070951,0.0399459870473793,11.3785304181407,-0.203256624735051,42.3333333333333,-640.3
1526,1319.24778761062,2584.15044247788,3085,1,1,1,1,0,0,0,0,1559,-206.75221238938,1264.90265486726,1058.15044247788,500.849557522124,1559,10,0.8,"n","KSR",8,2.30358459332713,-0.127833371509885,-4.42284862919414,-4.46540824361293,-4.42284862919414,5.89541705204396,277.873501822894,0.458986101068531,0.482131192779123,0.0588827061523468,9.97210396847716,2.18901052035255,63.5,-640.3
1642,0,0,164,1,0,0,1,0,1,1,0,-1478,-1642,0,-1642,164,-1478,1,10,"y","BruceH",8,0.00995033085316809,2.31055326264322,-3.93734081341244,-4.1043948980756,-3.93734081341244,7.21956387535423,1280.39838509633,0.47073908888181,0.418344483381119,0.110916427737071,3.20857707432551,-4.38448650948951,84.6666666666667,-640.3
869,749.017699115044,579.681415929204,691,1,1,1,1,0,0,0,0,-178,-119.982300884956,-169.336283185841,-289.318584070796,111.318584070796,-178,10,10,"n","KSR",8,2.30358459332713,2.31055326264322,-4.46540824361293,-4.38202663467388,-4.46540824361293,5.70852953218733,215.932656805817,0.488470358800267,0.443766289267291,0.0677633519324413,6.22219820987988,-0.377083387313338,105.833333333333,-640.3
830,3077.19469026549,3794.70796460177,5023,1,1,1,1,0,0,0,0,4193,2247.19469026549,717.513274336283,2964.70796460177,1228.29203539823,4193,0,0.8,"y","KSR",8,-4.60517018598809,-0.127833371509885,-4.30506559353775,-4.71053070164592,-4.30506559353775,6.30767196863685,463.271070319821,0.479467956897774,0.487726853821069,0.032805189281157,11.5744527885375,5.25973645624651,127,-640.3
1186,1154.63716814159,1862.69911504425,2946,1,1,1,1,0,0,0,0,1760,-31.3628318584072,708.061946902655,676.699115044248,1083.30088495575,1760,10,0,"n","BruceH",8,2.30358459332713,-2.52572864430826,-4.55638002181866,-4.55638002181866,-4.55638002181866,5.14589816357272,86.2308071608066,0.463339196253348,0.489483606643706,0.0471771971029451,9.34881949733435,1.74254977618815,21.1666666666667,-661.55
